#;F0;F1;F2;DIST;PSR;AGE;BSURF;
;(Hz);(s^-2);(s^-3);(kpc);TYPE;(Yr);(G);
386;0.785072;-4.191e-15;9.600e-29;0.190;*;2.97e+06;2.98e+12;
387;*;*;*;25.000;RRAT;*;*;
388;1.330450;-6.263e-15;3.100e-26;1.500;*;3.37e+06;1.65e+12;
389;3.240644;-4.096e-16;*;4.102;*;1.25e+08;1.11e+11;
390;0.586873;-2.800e-16;*;5.095;*;3.32e+07;1.19e+12;
391;2.225491;*;*;0.448;*;*;*;
392;1.387706;-3.154e-15;*;0.566;*;6.97e+06;1.10e+12;
393;1.551943;-2.302e-14;*;3.103;*;1.07e+06;2.51e+12;
394;0.732139;*;*;2.068;*;*;*;
395;4.785704;-3.948e-15;*;1.573;*;1.92e+07;1.92e+11;
396;351.370344;*;*;1.579;HE[trr+21,fermi21];*;*;
397;0.895978;-1.288e-15;9.300e-28;0.535;*;1.10e+07;1.35e+12;
398;0.167294;-3.357e-15;*;6.547;RRAT;7.90e+05;2.71e+13;
399;2.210433;*;*;2.283;*;*;*;
400;2.717737;-5.841e-15;*;0.383;*;7.37e+06;5.46e+11;
401;0.624131;-1.739e-16;1.100e-27;3.304;*;5.69e+07;8.56e+11;
402;0.811009;-2.053e-16;*;1.436;*;6.26e+07;6.28e+11;
403;0.788932;-3.934e-15;4.900e-28;0.503;*;3.18e+06;2.86e+12;
404;15.459264;-1.736e-12;*;5.638;*;1.41e+05;6.94e+11;
405;1.738912;-4.118e-14;*;13.740;*;6.69e+05;2.83e+12;
406;1.038950;-1.813e-15;*;0.370;*;9.08e+06;1.29e+12;
407;4.115886;-4.066e-15;*;1.567;*;1.60e+07;2.44e+11;
408;3.060105;-1.961e-13;3.630e-23;2.833;*;2.47e+05;2.65e+12;
409;90.011842;-3.960e-16;*;0.890;*;3.60e+09;7.46e+08;
410;2.262468;-4.479e-13;*;3.032;*;8.00e+04;6.29e+12;
411;1.514432;-2.454e-16;*;0.192;*;9.78e+07;2.69e+11;
412;1.036083;-2.015e-15;*;0.675;*;8.15e+06;1.36e+12;
413;1.819658;-1.528e-15;*;1.048;*;1.89e+07;5.10e+11;
414;1.011858;-1.526e-16;*;2.912;*;1.05e+08;3.88e+11;
415;2.887660;-2.073e-13;*;1.330;*;2.21e+05;2.97e+12;
416;2.933806;-4.493e-15;*;0.359;*;1.03e+07;4.27e+11;
417;3.943875;-2.854e-14;*;0.341;*;2.19e+06;6.90e+11;
418;2.489881;-4.151e-15;1.100e-27;0.805;*;9.50e+06;5.25e+11;
419;9.366011;-1.325e-12;4.000e-24;1.000;HE[dmd+88,fermi21];1.12e+05;1.28e+12;
420;0.733735;-1.762e-16;*;0.752;*;6.60e+07;6.76e+11;
421;0.633292;*;*;*;*;*;*;
422;0.655271;-1.541e-15;*;0.346;RRAT;6.74e+06;2.37e+12;
423;1.230618;*;*;0.329;*;*;*;
424;0.821709;-6.752e-18;*;0.355;*;1.93e+09;1.12e+11;
425;0.637758;-1.468e-15;1.700e-28;1.003;*;6.89e+06;2.41e+12;
426;2.322195;-7.404e-14;1.800e-24;1.100;*;4.97e+05;2.46e+12;
427;1.052312;-1.080e-13;*;2.698;*;1.54e+05;9.74e+12;
428;103.305785;*;*;0.355;*;*;*;
429;*;*;*;0.382;RRAT;*;*;
430;1.339875;-6.343e-14;*;0.513;*;3.35e+05;5.20e+12;
431;1.352255;-9.001e-15;*;0.107;*;2.38e+06;1.93e+12;
432;1.312527;-5.260e-16;*;1.091;*;3.95e+07;4.88e+11;
433;0.485343;*;*;25.000;*;*;*;
434;0.478126;*;*;2.037;*;*;*;
435;0.553382;-1.030e-15;*;25.000;*;8.52e+06;2.49e+12;
436;215.608810;-1.687e-16;*;3.722;HE[abb+15,fermi21];2.03e+10;1.31e+08;
437;0.517698;-6.700e-17;*;0.414;*;1.22e+08;7.03e+11;
438;0.227678;-4.340e-16;*;0.359;*;8.31e+06;6.14e+12;
439;1.753127;-8.268e-16;*;0.530;*;3.36e+07;3.96e+11;
440;0.692148;-2.229e-15;*;0.349;*;4.92e+06;2.62e+12;
441;1.040042;*;*;1.728;*;*;*;
442;11.422670;-4.289e-12;*;0.377;HE[mlc+01,fermi21];4.22e+04;1.72e+12;
443;1.704221;*;*;0.356;RRAT;*;*;
444;1.518470;-2.624e-15;*;0.398;*;9.17e+06;8.76e+11;
445;1.505143;-5.138e-14;8.000e-24;0.300;*;4.64e+05;3.93e+12;
446;1.237372;-6.064e-14;*;0.406;*;3.23e+05;5.73e+12;
447;0.919610;-7.703e-17;4.000e-28;1.487;*;1.89e+08;3.18e+11;
448;1.876262;-3.162e-16;*;3.555;*;9.40e+07;2.21e+11;
449;1.753573;-1.392e-16;-2.300e-28;0.686;*;2.00e+08;1.63e+11;
450;0.448545;-8.894e-16;*;2.673;*;7.99e+06;3.18e+12;
451;3.015813;-4.392e-14;*;0.352;*;1.09e+06;1.28e+12;
452;0.910991;-2.899e-15;-4.300e-26;0.892;*;4.98e+06;1.98e+12;
453;1.175069;-5.940e-16;*;25.000;*;3.13e+07;6.12e+11;
454;1.562462;-1.555e-15;*;1.677;*;1.59e+07;6.46e+11;
455;4.708586;*;*;1.516;*;*;*;
456;707.314446;-2.388e-15;*;5.600;HE[ncb+19];4.69e+09;8.31e+07;
457;0.727900;-3.073e-16;*;0.523;*;3.75e+07;9.03e+11;
458;3.951551;-3.588e-15;-7.600e-27;0.261;HE[bwt+04];1.75e+07;2.44e+11;
459;2.114833;-1.964e-13;3.200e-25;0.433;*;1.71e+05;4.61e+12;
460;1.159929;-4.743e-15;*;0.401;*;3.87e+06;1.76e+12;
461;500.250125;-3.569e-15;*;2.170;HE[ckr+15];2.22e+09;1.71e+08;
462;0.580147;*;*;2.461;RRAT;*;*;
463;4.912636;-4.699e-14;*;0.449;*;1.66e+06;6.37e+11;
464;1.492346;-1.887e-16;*;0.361;*;1.25e+08;2.41e+11;
465;2.270807;*;*;1.741;*;*;*;
466;3.911183;-1.468e-14;*;0.127;*;4.22e+06;5.01e+11;
467;0.696073;-2.499e-14;1.000e-24;0.300;*;4.41e+05;8.71e+12;
468;0.601983;-3.118e-16;*;0.432;*;3.06e+07;1.21e+12;
469;0.129305;-1.001e-15;*;1.240;*;2.05e+06;2.18e+13;
470;1.286172;-2.600e-15;*;3.270;*;7.84e+06;1.12e+12;
471;1.401563;-2.043e-16;*;3.171;*;1.09e+08;2.76e+11;
472;3.256542;-2.197e-14;*;0.369;*;2.35e+06;8.07e+11;
473;*;*;*;1.990;RRAT[ttm18];*;*;
474;1.196462;-8.203e-16;*;2.381;*;2.31e+07;7.00e+11;
475;*;*;*;25.000;RRAT[dsm+13];*;*;
476;0.397149;-1.389e-16;6.000e-28;0.983;*;4.53e+07;1.51e+12;
477;322.476620;*;*;0.372;HE[ckr+15];*;*;
478;190.267837;-6.200e-16;*;0.700;HE[wob+04];4.86e+09;3.04e+08;
479;0.468693;-8.271e-15;*;2.799;*;8.98e+05;9.07e+12;
480;1.219622;-2.647e-14;*;3.185;*;7.30e+05;3.87e+12;
481;2.257841;-2.837e-15;*;3.144;*;1.26e+07;5.02e+11;
482;0.662778;*;*;0.379;RRAT;*;*;
483;7.148899;-2.932e-12;*;2.732;*;3.86e+04;2.87e+12;
484;1.299400;-3.253e-15;*;0.117;*;6.33e+06;1.23e+12;
485;11.385079;-9.058e-14;*;2.587;*;1.99e+06;2.51e+11;
486;9.312161;-7.010e-12;*;3.163;*;2.10e+04;2.98e+12;
487;2.208553;-2.780e-15;*;25.000;*;1.26e+07;5.14e+11;
488;1.986245;-1.239e-14;*;3.513;*;2.54e+06;1.27e+12;
489;427.621905;-4.048e-16;*;1.807;*;1.67e+10;7.28e+07;
490;12.033694;*;*;1.087;*;*;*;
491;0.554110;-5.349e-16;-3.300e-28;25.000;*;1.64e+07;1.79e+12;
492;6.153895;-7.603e-13;*;10.913;HE[kbm+03,fermi21];1.28e+05;1.83e+12;
493;0.807555;-2.639e-14;*;0.938;*;4.85e+05;7.16e+12;
494;7.118386;-3.414e-13;*;3.277;*;3.30e+05;9.85e+11;
495;1.492479;-1.190e-16;*;2.429;*;1.99e+08;1.91e+11;
496;60.779448;-1.601e-16;*;0.645;*;6.01e+09;8.54e+08;
497;0.608374;-5.382e-14;*;4.245;*;1.79e+05;1.56e+13;
498;592.421459;-2.432e-15;*;1.190;HE[jah+16,aps+17];3.86e+09;1.09e+08;
499;8.970828;-3.088e-11;7.100e-21;2.080;NRAD;4.60e+03;6.62e+12;
500;193.715683;-6.961e-16;-3.890e-27;1.220;HE[egc+13];4.41e+09;3.13e+08;
501;10.940532;-1.927e-12;*;1.423;HE[aaa+09];9.00e+04;1.23e+12;
502;3.263592;-1.900e-14;*;3.383;*;2.72e+06;7.48e+11;
503;0.415348;-3.086e-15;*;2.096;*;2.13e+06;6.64e+12;
504;2.154185;-8.341e-15;*;3.005;*;4.09e+06;9.24e+11;
505;0.869119;-1.741e-16;3.500e-28;1.636;*;7.91e+07;5.21e+11;
506;1.725397;-1.043e-15;*;2.167;*;2.62e+07;4.56e+11;
507;348.188640;-5.633e-15;*;1.460;HE[cpw+18];9.79e+08;3.70e+08;
508;1.959365;-6.338e-15;*;2.313;*;4.90e+06;9.29e+11;
509;1.874408;-4.785e-15;*;2.052;*;6.21e+06;8.63e+11;
510;293.427230;*;*;0.931;HE[ckr+15];*;*;
511;34.660173;-8.049e-17;*;5.094;*;6.82e+09;1.41e+09;
512;1.510592;-2.855e-15;*;0.917;*;8.38e+06;9.21e+11;
513;0.721309;-4.916e-16;6.600e-29;2.533;*;2.32e+07;1.16e+12;
514;0.854068;-4.900e-15;*;2.789;*;2.76e+06;2.84e+12;
515;3.464940;-1.249e-13;*;3.055;*;4.39e+05;1.75e+12;
516;7.192750;-2.826e-12;*;1.895;NRAD;4.03e+04;2.79e+12;
517;41.666667;*;*;0.335;*;*;*;
518;133.793150;-3.162e-16;*;0.340;*;6.70e+09;3.68e+08;
519;3.064933;-1.167e-15;*;4.739;*;4.16e+07;2.04e+11;
520;2.706887;-8.401e-15;*;2.340;*;5.11e+06;6.59e+11;
521;3.027294;-5.591e-16;1.400e-26;2.144;*;8.58e+07;1.44e+11;
522;5.039016;-4.284e-14;*;1.765;*;1.86e+06;5.86e+11;
523;214.354785;-1.382e-15;*;2.002;HE[drc+21];2.46e+09;3.79e+08;
524;8.082418;-6.279e-12;1.470e-22;2.900;HE[klm+00,aaa+09i];2.04e+04;3.49e+12;
525;0.812147;-8.043e-15;*;1.008;RRAT;1.60e+06;3.92e+12;
526;0.454066;-9.100e-16;*;3.004;*;7.91e+06;3.15e+12;
527;0.154989;-9.150e-13;*;9.000;AXP,NRAD;2.68e+03;5.02e+14;
528;5.537359;-6.127e-13;*;3.143;*;1.43e+05;1.92e+12;
529;2.605317;-2.630e-15;*;1.994;*;1.57e+07;3.90e+11;
530;2.882601;-3.385e-14;*;2.585;*;1.35e+06;1.20e+12;
531;4.379736;-4.009e-15;*;2.327;*;1.73e+07;2.21e+11;
532;0.543477;-9.270e-16;*;2.342;*;9.29e+06;2.43e+12;
533;1.055344;-1.029e-13;*;3.597;*;1.62e+05;9.47e+12;
534;10.034032;-2.973e-12;*;3.830;HE;5.35e+04;1.74e+12;
535;2.228981;-3.518e-15;*;1.883;*;1.00e+07;5.70e+11;
536;0.342536;-2.386e-15;*;2.035;*;2.27e+06;7.80e+12;
537;1.479111;-1.260e-15;*;3.062;*;1.86e+07;6.31e+11;
538;2.367141;-2.005e-14;8.800e-25;2.400;*;1.87e+06;1.24e+12;
539;38.008828;-9.100e-17;*;1.690;*;6.62e+09;1.30e+09;
540;1.591581;-5.694e-16;*;0.639;*;4.43e+07;3.80e+11;
541;5.073189;-1.503e-13;-7.000e-25;0.093;HE[aaa+10m];5.35e+05;1.09e+12;
542;1.611954;-2.613e-13;*;*;NRAD;9.77e+04;7.99e+12;
543;0.742168;-7.321e-16;*;1.439;*;1.61e+07;1.35e+12;
544;1.622665;-1.730e-15;*;2.588;*;1.49e+07;6.44e+11;
545;0.843880;-3.067e-15;*;1.645;*;4.36e+06;2.29e+12;
546;0.275393;-4.350e-16;*;1.944;*;1.00e+07;4.62e+12;
547;15.923547;-2.170e-12;*;7.000;NRAD;1.16e+05;7.42e+11;
548;195.722565;-6.895e-17;*;2.174;*;4.50e+10;9.70e+07;
549;246.913580;*;*;25.000;*;*;*;
550;294.749655;-3.200e-16;*;1.683;*;1.46e+10;1.13e+08;
551;2.521516;-6.297e-15;*;2.378;*;6.34e+06;6.34e+11;
552;3.559919;-2.492e-14;*;1.327;*;2.26e+06;7.52e+11;
553;2.848095;-2.028e-14;*;0.127;*;2.23e+06;9.48e+11;
554;5.129829;-5.746e-13;*;*;NRAD;1.41e+05;2.09e+12;
555;15.822251;-3.967e-12;-5.400e-23;2.360;*;6.32e+04;1.01e+12;
556;0.367927;-3.150e-16;*;2.153;*;1.85e+07;2.54e+12;
557;3.956114;-1.410e-16;*;0.115;*;4.45e+08;4.83e+10;
558;0.659400;-1.478e-16;*;1.915;*;7.07e+07;7.27e+11;
559;0.555742;-4.812e-14;*;2.937;*;1.83e+05;1.69e+13;
560;1.791298;-6.613e-15;*;2.447;*;4.29e+06;1.09e+12;
561;1.260481;*;*;25.000;*;*;*;
562;9.374707;-1.716e-11;*;*;NRAD[fermi21];8.66e+03;4.62e+12;
563;15.393650;-7.455e-12;*;4.464;*;3.27e+04;1.45e+12;
564;2.992096;-7.385e-15;*;2.534;*;6.42e+06;5.31e+11;
565;1.218787;-4.191e-15;*;2.076;*;4.61e+06;1.54e+12;
566;1.135256;-5.930e-14;*;5.477;*;3.03e+05;6.44e+12;
567;0.762838;-2.020e-17;*;1.061;*;5.98e+08;2.16e+11;
568;0.603704;-9.085e-16;-1.400e-28;0.923;*;1.05e+07;2.06e+12;
569;3.849420;-1.071e-13;*;2.185;*;5.69e+05;1.39e+12;
570;1.152142;-1.308e-15;*;0.839;*;1.40e+07;9.36e+11;
571;1.060268;-8.941e-15;*;0.280;*;1.88e+06;2.77e+12;
572;1.979817;-4.904e-14;*;3.976;*;6.40e+05;2.54e+12;
573;0.865597;-1.798e-16;*;2.752;*;7.63e+07;5.33e+11;
574;2.451203;-2.416e-11;6.389e-22;8.400;HE[gkc+07];1.61e+03;4.10e+13;
575;0.438482;-7.056e-16;*;0.814;*;9.85e+06;2.93e+12;
576;2.012072;*;*;0.098;*;*;*;
577;180.180180;*;*;0.953;*;*;*;
578;1.866415;-9.698e-15;-4.700e-24;2.324;*;3.05e+06;1.24e+12;
579;128.205128;*;*;0.656;*;*;*;
580;4.084325;-1.091e-15;*;1.858;*;5.93e+07;1.28e+11;
581;1.561930;-1.576e-14;*;3.487;*;1.57e+06;2.06e+12;
582;3.684092;-7.129e-14;*;2.187;*;8.19e+05;1.21e+12;
583;4.292280;-5.067e-14;*;1.675;*;1.34e+06;8.10e+11;
584;414.937759;*;*;0.990;HE;*;*;
585;5.389093;-2.614e-16;*;2.639;*;3.27e+08;4.14e+10;
586;7.381335;-4.100e-11;-8.600e-22;5.000;HE[hsp+03];2.85e+03;1.02e+13;
587;2.087253;-2.701e-15;*;2.702;*;1.22e+07;5.52e+11;
588;322.350433;-6.328e-15;*;1.744;HE;8.07e+08;4.40e+08;
589;380.173094;-5.393e-16;*;0.988;HE[sbc+19];1.12e+10;1.00e+08;
590;238.004053;-3.933e-16;*;0.903;*;9.59e+09;1.73e+08;
591;2.792040;*;*;0.436;RRAT[kkl+15];*;*;
592;1.126697;*;*;1.013;*;*;*;
593;4.932501;-6.843e-15;*;2.426;*;1.14e+07;2.42e+11;
594;1.725868;-9.811e-15;-6.900e-25;1.185;*;2.79e+06;1.40e+12;
595;1.938046;-4.132e-17;*;7.401;*;7.43e+08;7.62e+10;
596;0.940840;*;*;1.457;RRAT;*;*;
597;6.160538;-6.031e-16;*;2.408;*;1.62e+08;5.14e+10;
598;1.468464;-2.052e-15;*;2.387;*;1.13e+07;8.15e+11;
599;3.900874;-6.995e-15;*;1.972;*;8.84e+06;3.47e+11;
600;0.998004;*;*;25.000;RRAT(?)[ttm18];*;*;
601;3.070939;-7.326e-15;*;2.688;*;6.64e+06;5.09e+11;
602;5.708862;-2.216e-15;*;2.911;*;4.08e+07;1.10e+11;
603;0.977636;-4.320e-16;*;7.448;*;3.59e+07;6.88e+11;
604;*;*;*;2.129;RRAT;*;*;
605;8.700000;-6.000e-12;*;*;NRAD;2.30e+04;3.05e+12;
606;0.841812;-2.646e-15;8.700e-28;0.372;*;5.04e+06;2.13e+12;
607;2.741880;-6.185e-14;-4.500e-24;1.518;*;7.02e+05;1.75e+12;
608;0.840824;-1.237e-15;*;1.955;*;1.08e+07;1.46e+12;
609;1.797863;-2.318e-16;*;2.603;*;1.23e+08;2.02e+11;
610;397.987396;-5.132e-16;*;3.833;HE;1.23e+10;9.13e+07;
611;8.506020;-9.028e-13;*;7.183;*;1.49e+05;1.23e+12;
612;8.300000;-2.790e-13;*;*;NRAD[nie+20];4.71e+05;7.07e+11;
613;1.857245;-6.761e-15;*;0.783;*;4.35e+06;1.04e+12;
614;3.430911;-5.477e-15;0.000e+00;1.853;*;9.92e+06;3.73e+11;
615;2.538723;-2.776e-14;*;10.000;*;1.45e+06;1.32e+12;
616;197.032753;-5.819e-16;*;2.169;HE;5.36e+09;2.79e+08;
617;1.790884;-2.500e-16;*;3.483;*;1.13e+08;2.11e+11;
618;1.480065;-1.523e-15;*;2.397;*;1.54e+07;6.94e+11;
619;1.459090;-1.033e-15;*;2.220;*;2.24e+07;5.83e+11;
620;1.012368;3.900e-17;*;1.395;*;*;*;
621;1.175551;-4.261e-14;*;2.645;*;4.37e+05;5.18e+12;
622;3.657986;-2.393e-14;*;1.634;*;2.42e+06;7.08e+11;
623;268.817204;*;*;1.789;*;*;*;
624;0.280904;-8.760e-16;*;2.063;*;5.08e+06;6.36e+12;
625;0.308544;-2.570e-16;*;2.454;*;1.90e+07;2.99e+12;
626;9.839305;-9.951e-13;*;2.227;HE[ncb+15,fermi21];1.57e+05;1.03e+12;
627;0.558712;-4.000e-16;*;2.156;*;2.21e+07;1.53e+12;
628;2.655552;-4.714e-14;*;1.367;*;8.93e+05;1.61e+12;
629;0.426716;*;*;2.331;RRAT[kkl+15];*;*;
630;90.090090;*;*;0.121;*;*;*;
631;3.545952;-7.029e-15;*;1.358;*;7.99e+06;4.02e+11;
632;*;*;*;2.228;RRAT[mss+20];*;*;
633;3.467205;-3.191e-13;*;2.848;*;1.72e+05;2.80e+12;
634;0.963455;-9.468e-16;*;2.331;*;1.61e+07;1.04e+12;
635;22.941448;-7.526e-17;*;0.960;*;4.83e+09;2.53e+09;
636;2.496719;-2.452e-14;-1.000e-24;4.000;*;1.61e+06;1.27e+12;
637;1.498160;-5.387e-17;*;2.035;*;4.41e+08;1.28e+11;
638;1.904493;-1.022e-14;*;1.607;*;2.95e+06;1.23e+12;
639;1.688801;-1.014e-14;*;9.538;*;2.64e+06;1.47e+12;
640;2.208465;-1.039e-14;-1.090e-24;1.887;*;3.37e+06;9.94e+11;
641;9.940000;-4.360e-12;*;*;NRAD[nie+20];3.61e+04;2.13e+12;
642;3.237704;-2.276e-15;*;1.906;*;2.25e+07;2.62e+11;
643;0.565027;-4.980e-16;*;2.634;*;1.80e+07;1.68e+12;
644;206.493932;-2.586e-16;*;1.268;HE[brj+21];1.27e+10;1.73e+08;
645;2.269680;-1.684e-11;3.200e-22;*;NRAD;2.14e+03;3.84e+13;
646;2.357764;-1.236e-16;*;2.600;NRAD;3.02e+08;9.83e+10;
647;3.574392;-9.267e-15;*;2.372;*;6.11e+06;4.56e+11;
648;0.859708;-6.834e-15;*;9.548;*;1.99e+06;3.32e+12;
649;0.236015;-2.400e-17;*;0.923;*;1.56e+08;1.37e+12;
650;2.309021;-1.370e-15;*;8.049;*;2.67e+07;3.38e+11;
651;1.099115;-6.451e-17;*;1.883;*;2.70e+08;2.23e+11;
652;1.571304;-2.839e-16;*;3.275;*;8.77e+07;2.74e+11;
653;0.157356;*;*;2.302;RRAT;*;*;
654;2.673418;-1.202e-13;*;18.316;*;3.52e+05;2.54e+12;
655;282.535706;-1.290e-16;*;1.099;*;3.47e+10;7.65e+07;
656;1.267087;-1.290e-16;*;8.948;*;1.56e+08;2.55e+11;
657;518.134715;-2.913e-15;*;1.251;HE[fermi21];2.82e+09;1.46e+08;
658;0.924929;-1.283e-16;*;1.408;*;1.14e+08;4.08e+11;
659;3.465707;-6.846e-17;*;4.770;*;8.02e+08;4.10e+10;
660;1.707180;-5.886e-14;*;9.876;*;4.60e+05;3.48e+12;
661;4.619369;-1.057e-13;*;4.000;HE[lsg+15];6.92e+05;1.05e+12;
662;0.981881;-1.989e-15;*;1.929;*;7.82e+06;1.47e+12;
663;1.596618;-7.342e-16;*;2.194;*;3.45e+07;4.30e+11;
664;2.383121;-5.373e-15;*;9.846;*;7.03e+06;6.38e+11;
665;0.437622;-4.738e-16;*;1.868;*;1.46e+07;2.41e+12;
666;0.161473;-1.838e-16;*;2.175;RRAT;1.39e+07;6.69e+12;
667;592.987774;-3.900e-15;*;1.613;HE[pdb+15,jrr+15];2.41e+09;1.38e+08;
668;28.962141;-1.572e-16;*;9.470;*;2.92e+09;2.57e+09;
669;2.249324;*;*;9.406;*;*;*;
670;271.453020;-1.680e-15;*;0.420;HE;2.56e+09;2.93e+08;
671;1.139940;-4.938e-17;*;1.965;*;3.66e+08;1.85e+11;
672;4.840000;-2.740e-15;*;*;NRAD[nie+20];2.80e+07;1.57e+11;
673;0.740063;-7.230e-17;*;8.279;*;1.62e+08;4.27e+11;
674;4.040000;-4.640e-13;*;*;NRAD[nie+20];1.38e+05;2.68e+12;
675;0.533904;-3.991e-18;*;0.871;*;2.12e+09;1.64e+11;
676;11.327349;-1.040e-16;*;5.423;*;1.73e+09;8.56e+09;
677;1.770666;-2.170e-14;*;10.020;*;1.29e+06;2.00e+12;
678;1.321193;-6.769e-15;*;10.379;*;3.09e+06;1.73e+12;
679;1.756721;-2.673e-15;*;5.990;*;1.04e+07;7.10e+11;
680;1.566824;*;*;1.741;*;*;*;
681;3.894420;-2.988e-15;*;10.296;*;2.07e+07;2.28e+11;
682;0.277965;-3.943e-16;*;2.039;*;1.12e+07;4.34e+12;
683;3.392593;-1.791e-15;*;2.755;*;3.00e+07;2.17e+11;
684;0.473715;-4.914e-16;*;3.036;*;1.53e+07;2.18e+12;
685;0.893982;-1.155e-15;-8.700e-27;2.555;*;1.23e+07;1.29e+12;
686;0.723354;-5.023e-16;-5.080e-28;0.840;*;2.28e+07;1.17e+12;
687;212.765957;*;*;2.224;*;*;*;
688;1.529286;*;*;5.355;*;*;*;
689;0.768095;-7.011e-15;*;1.575;*;1.74e+06;3.98e+12;
690;1.952202;-6.627e-15;*;1.682;*;4.67e+06;9.55e+11;
691;0.763359;*;*;25.000;*;*;*;
692;0.822030;*;*;0.405;*;*;*;
693;2.122129;-3.603e-16;*;14.144;*;9.33e+07;1.96e+11;
694;2.574101;-2.978e-14;*;2.000;*;1.37e+06;1.34e+12;
695;0.291943;-1.264e-16;*;1.085;*;3.66e+07;2.28e+12;
696;3.633627;-1.320e-14;*;3.422;*;4.36e+06;5.31e+11;
697;6.790050;-2.029e-16;*;8.497;*;5.30e+08;2.58e+10;
698;0.646488;-3.001e-15;*;10.862;*;3.41e+06;3.37e+12;
699;0.438002;-2.095e-15;*;9.956;*;3.31e+06;5.05e+12;
700;2.110281;-3.959e-16;*;2.465;*;8.45e+07;2.08e+11;
701;5.041971;-4.301e-13;*;10.699;*;1.86e+05;1.85e+12;
702;0.809786;-1.267e-15;*;5.969;*;1.01e+07;1.56e+12;
703;2.301788;-6.411e-17;*;5.123;*;5.69e+08;7.34e+10;
704;3.057564;-3.413e-15;*;1.860;*;1.42e+07;3.50e+11;
705;4.543315;*;*;3.191;RRAT[gac+20];*;*;
706;1.214566;-1.600e-16;*;7.317;*;1.20e+08;3.02e+11;
707;3.913951;-3.216e-14;*;1.641;HE[mld+96,fermi21];1.93e+06;7.41e+11;
708;5.419989;-1.833e-14;*;1.531;*;4.68e+06;3.43e+11;
709;19.230769;*;*;1.359;*;*;*;
710;1.519818;-9.239e-15;*;4.824;*;2.61e+06;1.64e+12;
711;5.467125;*;*;19.757;*;*;*;
712;1.619938;-9.518e-16;5.000e-28;25.000;*;2.70e+07;4.79e+11;
713;1.507545;-1.943e-15;*;1.574;*;1.23e+07;7.62e+11;
714;160.809659;-2.957e-15;*;0.709;*;8.62e+08;8.53e+08;
715;0.874649;-2.563e-16;*;15.566;*;5.41e+07;6.26e+11;
716;543.478261;*;*;1.233;HE;*;*;
717;5.419229;-7.834e-12;2.300e-22;10.717;*;1.10e+04;7.10e+12;
718;1.506411;-1.281e-13;*;1.458;*;1.86e+05;6.19e+12;
719;265.251989;-4.611e-16;*;1.432;HE[hrm+11,fermi21];9.11e+09;1.59e+08;
720;3.070081;*;*;25.000;*;*;*;
721;1.033222;-6.758e-15;*;11.331;*;2.42e+06;2.50e+12;
722;20.936924;-9.989e-13;-2.110e-24;2.632;*;3.32e+05;3.34e+11;
723;2.523341;*;*;3.190;*;*;*;
724;0.433531;-4.100e-16;*;10.248;*;1.68e+07;2.27e+12;
725;239.234450;*;*;*;NRAD[fermi21];*;*;
726;2.337685;-1.757e-13;*;11.586;*;2.11e+05;3.75e+12;
727;2.091040;-9.240e-15;*;25.000;*;3.59e+06;1.02e+12;
728;1.749317;-1.234e-14;0.000e+00;11.900;*;2.25e+06;1.54e+12;
729;5.069033;*;*;11.627;*;*;*;
730;453.611427;*;*;4.700;*;*;*;
731;1.018431;-6.078e-15;*;11.430;*;2.65e+06;2.43e+12;
732;2.114041;-2.672e-14;*;15.872;*;1.25e+06;1.70e+12;
733;0.201514;-8.580e-16;*;10.783;*;3.72e+06;1.04e+13;
734;0.273883;*;*;1.093;RRAT;*;*;
735;0.096969;-1.053e-15;*;*;XINS,NRAD;1.46e+06;3.44e+13;
736;353.356890;*;*;1.713;*;*;*;
737;0.944436;-4.691e-16;*;2.188;*;3.19e+07;7.55e+11;
738;2.151927;-4.001e-14;*;6.462;*;8.52e+05;2.03e+12;
739;1.614326;-2.290e-14;*;11.977;*;1.12e+06;2.36e+12;
740;2.510720;-1.160e-16;*;11.256;*;3.43e+08;8.66e+10;
741;2.234548;-7.533e-16;-1.800e-27;25.000;*;4.70e+07;2.63e+11;
742;390.568393;-3.198e-15;*;2.430;HE;1.94e+09;2.34e+08;
743;236.517386;-9.805e-16;*;1.471;HE;3.82e+09;2.75e+08;
744;30.153936;*;*;17.900;*;*;*;
745;160.256410;*;*;17.900;BINARY[pqm+21];*;*;
746;79.808460;*;*;17.900;*;*;*;
747;164.744646;*;*;17.900;BINARY[pqm+21];*;*;
748;1.373335;-2.765e-16;*;4.905;*;7.87e+07;3.31e+11;
749;1.177520;-7.910e-15;*;4.187;*;2.36e+06;2.23e+12;
750;0.410268;-1.150e-16;*;1.526;*;5.65e+07;1.31e+12;
751;1.177950;-1.110e-15;*;1.080;*;1.68e+07;8.34e+11;
752;0.339168;-1.346e-15;*;8.539;*;3.99e+06;5.94e+12;
753;2.916937;-4.507e-14;*;25.000;*;1.03e+06;1.36e+12;
754;343.642612;*;*;25.000;*;*;*;
755;0.378473;-1.799e-15;*;3.765;RRAT;3.33e+06;5.83e+12;
756;3.827450;-1.500e-15;*;12.771;*;4.04e+07;1.66e+11;
757;3.516760;-1.889e-14;*;11.852;*;2.95e+06;6.67e+11;
758;2.374631;-8.465e-15;*;12.173;*;4.44e+06;8.05e+11;
759;2.181080;-9.039e-18;*;0.873;*;3.82e+09;2.99e+10;
760;3.574778;-1.182e-13;*;2.204;*;4.79e+05;1.63e+12;
