#;F0;F1;F2;DIST;PSR;AGE;BSURF;
;(Hz);(s^-2);(s^-3);(kpc);TYPE;(Yr);(G);
1888;0.132347;-9.616e-12;-1.780e-20;13.000;AXP,NRAD;2.18e+02;2.06e+15;
1889;1.088838;-2.024e-14;7.870e-26;4.582;*;8.52e+05;4.01e+12;
1890;0.406854;-1.089e-14;*;2.706;*;5.92e+05;1.29e+13;
1891;2.740385;-5.294e-14;*;6.269;*;8.20e+05;1.62e+12;
1892;1.342324;-4.126e-15;*;10.737;*;5.15e+06;1.32e+12;
1893;3.185873;-1.544e-15;*;13.999;*;3.27e+07;2.21e+11;
1894;1.116962;-6.537e-15;*;17.153;*;2.71e+06;2.19e+12;
1895;0.483863;*;*;3.152;*;*;*;
1896;0.889299;-8.363e-15;*;4.667;*;1.68e+06;3.49e+12;
1897;12.083823;-3.728e-12;2.700e-23;3.268;*;5.14e+04;1.47e+12;
1898;0.180481;-9.212e-14;4.100e-23;3.600;AXP,HE;3.10e+04;1.27e+14;
1899;2.299848;-3.850e-14;*;5.228;*;9.46e+05;1.80e+12;
1900;1.423663;-7.746e-15;-2.400e-27;4.119;*;2.91e+06;1.66e+12;
1901;6.812521;-1.597e-12;*;0.880;NRAD;6.76e+04;2.27e+12;
1902;1.162267;-1.621e-16;*;22.564;*;1.14e+08;3.25e+11;
1903;3.250100;-2.556e-15;*;5.456;*;2.01e+07;2.76e+11;
1904;4.603765;-5.060e-16;*;6.755;*;1.44e+08;7.29e+10;
1905;0.861228;-2.470e-16;*;14.518;*;5.52e+07;6.29e+11;
1906;602.409639;*;*;2.361;HE;*;*;
1907;6.505492;-2.210e-15;*;4.237;*;4.66e+07;9.07e+10;
1908;30.467142;-1.368e-16;*;3.514;*;3.53e+09;2.23e+09;
1909;3.830687;-5.660e-15;*;1.647;*;1.07e+07;3.21e+11;
1910;1.081146;-1.880e-15;*;11.112;*;9.11e+06;1.23e+12;
1911;2.165849;-1.263e-14;*;2.965;*;2.72e+06;1.13e+12;
1912;0.381118;-1.162e-16;*;8.667;*;5.20e+07;1.47e+12;
1913;2.555028;-7.834e-16;*;5.184;*;5.17e+07;2.19e+11;
1914;9.598591;-8.301e-17;*;4.419;*;1.83e+09;9.80e+09;
1915;1.793839;-2.032e-14;*;4.933;*;1.40e+06;1.90e+12;
1916;15.463838;-1.052e-11;*;5.000;NRAD;2.33e+04;1.71e+12;
1917;375.856020;-1.946e-15;*;1.830;*;3.06e+09;1.94e+08;
1918;2.404928;-1.719e-15;*;3.756;*;2.22e+07;3.56e+11;
1919;0.697981;-1.098e-15;*;1.447;*;1.01e+07;1.82e+12;
1920;1.259600;-5.711e-15;3.700e-28;7.197;*;3.49e+06;1.71e+12;
1921;0.985679;*;*;10.041;BINARY[ccb+20];*;*;
1922;0.829618;-1.313e-14;5.800e-26;3.661;*;1.00e+06;4.85e+12;
1923;1.857560;-3.390e-15;-1.400e-26;4.492;*;8.68e+06;7.36e+11;
1924;2.320234;-2.032e-13;*;5.922;*;1.81e+05;4.08e+12;
1925;0.525455;-6.626e-17;*;11.219;*;1.26e+08;6.84e+11;
1926;0.817426;-1.597e-14;*;14.440;*;8.11e+05;5.47e+12;
1927;3.166210;-1.779e-15;*;22.244;*;2.82e+07;2.40e+11;
1928;4.219706;-5.620e-15;*;2.941;*;1.19e+07;2.77e+11;
1929;1.702195;-1.913e-15;*;5.474;*;1.41e+07;6.30e+11;
1930;20.802023;-7.600e-12;*;2.635;NRAD;4.34e+04;9.30e+11;
1931;22.351084;-6.344e-11;*;6.147;HE[crhr21];5.58e+03;2.41e+12;
1932;2.972434;-1.855e-16;*;4.989;*;2.54e+08;8.51e+10;
1933;2.344851;-1.144e-14;*;14.968;*;3.25e+06;9.53e+11;
1934;3.044008;-4.430e-16;*;12.474;*;1.09e+08;1.27e+11;
1935;225.733042;-6.352e-16;*;3.159;*;5.63e+09;2.38e+08;
1936;1.074011;-2.940e-15;1.490e-26;4.917;*;5.79e+06;1.56e+12;
1937;0.985980;-8.594e-16;*;4.211;*;1.82e+07;9.58e+11;
1938;0.725759;-1.540e-16;*;5.990;*;7.47e+07;6.42e+11;
1939;1.331095;-2.942e-15;*;4.151;*;7.17e+06;1.13e+12;
1940;1.044426;-6.908e-15;*;5.205;*;2.40e+06;2.49e+12;
1941;0.251515;-4.711e-14;*;5.118;*;8.46e+04;5.51e+13;
1942;3.941663;*;*;6.461;*;*;*;
1943;478.468900;*;*;*;NRAD[fermi21];*;*;
1944;5.038875;-1.975e-12;7.300e-24;4.887;*;4.04e+04;3.98e+12;
1945;0.800049;-2.323e-14;*;6.139;*;5.46e+05;6.82e+12;
1946;2.342777;-5.200e-16;*;25.000;*;7.14e+07;2.03e+11;
1947;4.594687;-1.368e-13;*;3.152;HE[sbc+19];5.32e+05;1.20e+12;
1948;1.682086;-3.752e-15;*;10.097;*;7.10e+06;8.98e+11;
1949;1.278260;-1.187e-14;-1.710e-25;4.432;*;1.71e+06;2.41e+12;
1950;1.686667;-1.892e-16;0.000e+00;3.591;*;1.41e+08;2.01e+11;
1951;313.174936;-4.227e-15;*;4.356;HE[ksr+12];1.17e+09;3.75e+08;
1952;4.588779;-4.064e-17;*;2.580;*;1.79e+09;2.08e+10;
1953;2.282608;1.200e-17;*;0.195;*;*;*;
1954;4.452284;-2.837e-14;*;7.341;*;2.49e+06;5.74e+11;
1955;6.678062;-9.178e-13;6.000e-24;*;NRAD;1.15e+05;1.78e+12;
1956;0.488559;-8.593e-17;*;17.002;*;9.01e+07;8.69e+11;
1957;1.598798;*;*;7.934;*;*;*;
1958;2.583850;-1.351e-14;*;4.383;*;3.03e+06;8.95e+11;
1959;2.600870;-3.925e-15;*;6.086;*;1.05e+07;4.78e+11;
1960;1.193980;-1.298e-14;*;19.138;*;1.46e+06;2.79e+12;
1961;1.835538;-1.289e-14;*;13.007;*;2.26e+06;1.46e+12;
1962;3.430656;-2.396e-14;-4.460e-25;5.440;*;2.27e+06;7.80e+11;
1963;3.554023;-7.768e-14;*;4.997;*;7.25e+05;1.33e+12;
1964;1.064181;-4.650e-15;*;5.362;*;3.63e+06;1.99e+12;
1965;1.814442;-3.185e-14;*;4.792;*;9.02e+05;2.34e+12;
1966;1.049639;-7.780e-16;*;3.464;*;2.14e+07;8.30e+11;
1967;0.733411;-2.250e-11;*;25.000;AXP[esy+20],HE[kdk+20];5.16e+02;2.42e+14;
1968;1.173644;-4.312e-15;*;13.840;*;4.31e+06;1.65e+12;
1969;3.316861;-1.453e-14;*;13.539;*;3.62e+06;6.39e+11;
1970;3.399481;-6.541e-15;*;5.795;*;8.23e+06;4.13e+11;
1971;0.720390;-3.950e-16;*;16.385;*;2.89e+07;1.04e+12;
1972;0.943073;-3.195e-16;*;4.047;*;4.68e+07;6.25e+11;
1973;0.659763;-2.600e-16;*;0.811;*;4.02e+07;9.63e+11;
1974;0.559131;-8.100e-16;*;8.976;*;1.09e+07;2.18e+12;
1975;0.234565;-3.096e-14;-1.240e-24;3.301;RRAT,HE;1.20e+05;4.96e+13;
1976;4.414251;-1.530e-16;*;4.123;*;4.57e+08;4.27e+10;
1977;0.425146;*;*;1.881;*;*;*;
1978;2.541156;-2.231e-14;*;4.793;*;1.80e+06;1.18e+12;
1979;1.582278;*;*;2.712;*;*;*;
1980;1.672012;-1.768e-14;-6.500e-25;2.857;*;1.50e+06;1.97e+12;
1981;2.964537;-8.193e-15;*;3.297;*;5.73e+06;5.67e+11;
1982;1.085235;-5.294e-15;1.420e-26;5.862;*;3.25e+06;2.06e+12;
1983;3.000717;-3.413e-13;*;5.195;*;1.39e+05;3.60e+12;
1984;3.226800;-9.747e-16;5.600e-27;14.039;*;5.25e+07;1.72e+11;
1985;29.602148;-2.541e-17;*;1.723;*;1.85e+10;1.00e+09;
1986;2.414811;-2.170e-16;*;3.160;*;1.76e+08;1.26e+11;
1987;1.108260;-3.107e-15;*;7.556;*;5.65e+06;1.53e+12;
1988;0.603861;-3.262e-13;*;6.129;*;2.93e+04;3.89e+13;
1989;0.522158;-1.465e-15;*;4.540;*;5.65e+06;3.25e+12;
1990;0.731699;-4.665e-16;*;4.140;*;2.48e+07;1.10e+12;
1991;0.792483;-1.086e-15;*;4.444;*;1.16e+07;1.49e+12;
1992;0.663130;*;*;5.411;*;*;*;
1993;0.733774;-9.408e-16;2.200e-27;2.873;*;1.24e+07;1.56e+12;
1994;2.003705;-7.628e-17;*;4.611;*;4.16e+08;9.85e+10;
1995;1.197835;-1.937e-16;*;3.826;*;9.80e+07;3.40e+11;
1996;6.716164;-8.020e-13;*;15.673;*;1.33e+05;1.65e+12;
1997;1.025956;-3.740e-16;*;16.078;*;4.35e+07;5.96e+11;
1998;0.559586;-7.346e-16;*;7.776;*;1.21e+07;2.07e+12;
1999;0.482849;-1.976e-14;*;6.404;*;3.87e+05;1.34e+13;
2000;4.656120;-1.966e-14;-1.100e-26;4.753;*;3.75e+06;4.47e+11;
2001;0.118515;-3.000e-16;*;*;AXP,NRAD;6.26e+06;1.36e+13;
2002;1.203144;-2.729e-15;*;14.868;*;6.99e+06;1.27e+12;
2003;0.533541;-3.856e-16;5.800e-28;3.260;*;2.19e+07;1.61e+12;
2004;1.690853;-2.282e-15;*;7.861;*;1.17e+07;6.95e+11;
2005;2.190523;-2.201e-15;*;3.687;*;1.58e+07;4.63e+11;
2006;1.316175;-1.960e-15;-1.060e-26;5.271;*;1.06e+07;9.38e+11;
2007;1.328186;-4.000e-16;-5.000e-29;2.000;*;5.26e+07;4.18e+11;
2008;3.573615;-1.761e-14;-1.870e-25;5.371;*;3.22e+06;6.29e+11;
2009;0.541555;-1.071e-14;*;9.274;*;8.01e+05;8.31e+12;
2010;1.620464;-2.521e-14;*;5.873;*;1.02e+06;2.46e+12;
2011;0.615231;-1.709e-15;*;8.157;*;5.70e+06;2.74e+12;
2012;0.610951;-1.040e-16;*;10.147;*;9.31e+07;6.83e+11;
2013;183.823389;-1.140e-13;5.100e-25;7.900;HE[faa+11];2.55e+07;4.34e+09;
2014;2.641335;-2.086e-16;7.200e-27;7.900;*;2.01e+08;1.08e+11;
2015;2.463443;-1.359e-15;*;7.900;*;2.87e+07;3.05e+11;
2016;331.119221;*;*;7.900;*;*;*;
2017;227.583068;*;*;7.900;*;*;*;
2018;206.185567;*;*;7.900;*;*;*;
2019;164.168746;4.800e-16;*;7.900;*;*;*;
2020;194.931774;*;*;3.144;*;*;*;
2021;3.520453;-3.628e-14;-2.010e-25;1.586;*;1.54e+06;9.23e+11;
2022;421.940928;*;*;*;NRAD[fermi21];*;*;
2023;0.400085;-6.253e-16;*;2.219;*;1.01e+07;3.16e+12;
2024;4.469703;-5.634e-16;*;3.096;*;1.26e+08;8.04e+10;
2025;245.947030;-3.250e-16;*;2.904;HE[drc+21];1.20e+10;1.50e+08;
2026;2.294846;-1.872e-14;4.000e-27;6.003;*;1.94e+06;1.26e+12;
2027;2.758681;-4.094e-14;*;4.457;*;1.07e+06;1.41e+12;
2028;0.716025;-3.112e-16;*;4.693;*;3.65e+07;9.32e+11;
2029;2.782460;-3.037e-15;*;4.548;*;1.45e+07;3.80e+11;
2030;2.425830;-4.460e-15;*;6.078;*;8.62e+06;5.66e+11;
2031;5.281576;-1.460e-13;5.000e-25;3.700;*;5.73e+05;1.01e+12;
2032;0.860775;-2.228e-16;*;4.597;*;6.12e+07;5.98e+11;
2033;0.664066;-7.672e-16;*;8.965;*;1.37e+07;1.64e+12;
2034;327.405573;-1.735e-13;*;5.500;HE[skk+97,bvs+11];2.99e+07;2.25e+09;
2035;152.741714;*;*;5.500;*;*;*;
2036;240.442414;*;*;5.500;*;*;*;
2037;12.526305;*;*;5.500;*;*;*;
2038;184.501845;*;*;5.500;*;*;*;
2039;407.996736;*;*;5.500;*;*;*;
2040;169.233373;*;*;5.500;*;*;*;
2041;216.029380;*;*;5.500;*;*;*;
2042;254.333031;-0.000e+00;*;5.500;HE;*;*;
2043;247.586036;*;*;5.500;*;*;*;
2044;224.164985;*;*;5.500;*;*;*;
2045;243.902439;*;*;5.500;*;*;*;
2046;4.477874;-8.826e-15;*;7.301;*;8.04e+06;3.17e+11;
2047;1.283780;-1.444e-15;-1.340e-26;1.861;*;1.41e+07;8.36e+11;
2048;219.609941;-3.280e-16;*;3.861;*;1.06e+10;1.78e+08;
2049;1.300355;-8.853e-14;2.860e-24;0.300;*;2.33e+05;6.42e+12;
2050;0.519245;-5.123e-16;*;2.750;*;1.61e+07;1.94e+12;
2051;3.581684;-2.908e-13;2.240e-25;4.440;*;1.95e+05;2.55e+12;
2052;0.419815;*;*;3.967;*;*;*;
2053;0.786658;*;*;1.238;RRAT;*;*;
2054;0.477752;-1.121e-15;6.900e-27;3.976;*;6.75e+06;3.24e+12;
2055;9.072459;-9.997e-12;1.850e-22;1.550;NRAD;1.44e+04;3.70e+12;
2056;9.853499;-7.306e-12;2.809e-22;3.606;HE;2.14e+04;2.80e+12;
2057;1.297656;-1.479e-14;*;3.243;RRAT;1.39e+06;2.63e+12;
2058;2.617302;-7.430e-15;*;14.919;*;5.58e+06;6.51e+11;
2059;212.958203;-7.873e-16;*;2.735;*;4.29e+09;2.89e+08;
2060;3.696830;-2.111e-14;*;9.830;*;2.77e+06;6.54e+11;
2061;446.428571;-2.184e-15;*;*;NRAD[frm+18];3.24e+09;1.59e+08;
2062;1.951037;-2.751e-14;*;4.068;*;1.12e+06;1.95e+12;
2063;4.069058;-1.660e-14;-5.700e-26;5.034;*;3.88e+06;5.02e+11;
2064;2.003259;-1.819e-13;*;*;NRAD;1.74e+05;4.81e+12;
2065;3.711750;-2.011e-14;*;12.114;*;2.92e+06;6.35e+11;
2066;275.482094;*;*;0.999;*;*;*;
2067;6.527544;-2.614e-14;*;4.014;*;3.96e+06;3.10e+11;
2068;4.059541;-3.411e-13;*;3.648;*;1.89e+05;2.28e+12;
2069;13.877994;-2.850e-12;-1.600e-23;4.767;HE[mhl+02,fermi21];7.72e+04;1.04e+12;
2070;0.654324;-7.474e-16;*;3.849;*;1.39e+07;1.65e+12;
2071;1.162342;-1.344e-15;*;7.949;*;1.37e+07;9.36e+11;
2072;1.348364;-1.325e-15;*;2.754;*;1.61e+07;7.44e+11;
2073;1.943547;-4.785e-15;*;17.961;*;6.44e+06;8.17e+11;
2074;5.021406;-1.323e-14;*;4.353;*;6.01e+06;3.27e+11;
2075;3.140695;-4.724e-14;*;6.094;*;1.05e+06;1.25e+12;
2076;1.206031;7.273e-18;*;4.938;*;*;*;
2077;3.255919;-5.885e-14;3.300e-26;5.915;*;8.77e+05;1.32e+12;
2078;24.384401;-3.122e-17;*;0.915;*;1.24e+10;1.48e+09;
2079;0.350018;*;*;8.926;*;*;*;
2080;2.892698;-1.980e-15;*;10.252;*;2.31e+07;2.89e+11;
2081;6.556863;-9.054e-14;*;3.502;*;1.15e+06;5.73e+11;
2082;4.077306;*;*;3.420;*;*;*;
2083;2.468690;-3.652e-13;1.670e-24;3.147;*;1.07e+05;4.99e+12;
2084;0.160732;-1.234e-15;7.000e-26;3.757;*;2.06e+06;1.74e+13;
2085;1.338352;-3.070e-15;*;12.631;*;6.91e+06;1.15e+12;
2086;1.296189;-1.280e-16;*;10.100;*;1.60e+08;2.45e+11;
2087;0.938458;*;*;4.910;*;*;*;
2088;1.633632;-8.250e-16;*;3.886;*;3.14e+07;4.40e+11;
2089;14.866165;-1.840e-12;1.240e-23;3.683;HE[lfl+06,fermi21];1.28e+05;7.57e+11;
2090;0.349902;-6.700e-16;*;4.875;*;8.27e+06;4.00e+12;
2091;0.461749;-6.370e-16;*;6.314;*;1.15e+07;2.57e+12;
2092;1.968716;-4.243e-15;*;10.121;*;7.35e+06;7.55e+11;
2093;1.872948;-5.446e-15;*;1.120;*;5.45e+06;9.21e+11;
2094;1.343553;-6.695e-14;*;10.253;*;3.18e+05;5.32e+12;
2095;1.544818;-1.525e-13;1.900e-26;5.200;*;1.61e+05;6.51e+12;
2096;367.767121;-1.119e-15;*;2.083;*;5.21e+09;1.52e+08;
2097;3.027055;-3.850e-14;2.000e-25;4.685;*;1.25e+06;1.19e+12;
2098;1.582779;*;*;3.717;*;*;*;
2099;5.017561;*;*;8.166;*;*;*;
2100;3.425471;-3.232e-14;*;13.360;*;1.68e+06;9.07e+11;
2101;1.456170;-8.813e-14;1.430e-25;2.500;*;2.62e+05;5.41e+12;
2102;0.657227;-5.530e-16;*;9.390;*;1.88e+07;1.41e+12;
2103;2.068428;-5.283e-14;*;6.827;*;6.20e+05;2.47e+12;
2104;11.724958;-1.262e-12;-1.980e-24;4.500;*;1.47e+05;8.95e+11;
2105;0.132181;-6.000e-14;-1.300e-20;*;AXP,NRAD;3.49e+04;1.63e+14;
2106;16.159357;-5.275e-11;3.197e-22;4.100;HE;4.85e+03;3.58e+12;
2107;1.578182;-1.312e-15;*;7.698;*;1.91e+07;5.85e+11;
2108;534.759358;-5.070e-15;*;4.645;HE[fermi21];1.67e+09;1.84e+08;
2109;0.529259;-7.563e-17;*;1.336;*;1.11e+08;7.23e+11;
2110;1.919554;-3.880e-17;-3.200e-28;3.352;*;7.84e+08;7.49e+10;
2111;3.034607;-4.131e-15;*;4.675;*;1.16e+07;3.89e+11;
2112;3.446990;-8.549e-16;1.630e-26;2.491;*;6.39e+07;1.46e+11;
2113;2.049543;-7.680e-15;*;6.340;*;4.23e+06;9.56e+11;
2114;3.151444;-6.000e-15;*;8.354;*;8.32e+06;4.43e+11;
2115;1.949336;-2.212e-13;*;4.072;*;1.40e+05;5.53e+12;
2116;1.268466;-5.224e-14;*;4.909;*;3.85e+05;5.12e+12;
2117;2.036073;-4.129e-14;*;5.953;*;7.81e+05;2.24e+12;
2118;0.402852;-1.292e-12;*;*;AXP,NRAD;4.94e+03;1.42e+14;
2119;1.951877;*;*;4.851;*;*;*;
2120;0.852719;*;*;4.115;*;*;*;
2121;1.638649;-1.810e-17;*;6.117;*;1.43e+09;6.49e+10;
2122;2.790910;-3.653e-16;*;3.405;*;1.21e+08;1.31e+11;
2123;0.682288;-8.990e-16;*;8.114;*;1.20e+07;1.70e+12;
2124;195.450398;-2.674e-16;*;3.452;*;1.16e+10;1.92e+08;
2125;1.187840;-4.315e-15;*;5.510;*;4.36e+06;1.62e+12;
2126;0.919330;-4.000e-16;*;8.791;*;3.64e+07;7.26e+11;
2127;0.450088;-1.708e-15;*;10.644;*;4.18e+06;4.38e+12;
2128;3.269789;-4.325e-13;8.700e-25;5.028;*;1.20e+05;3.56e+12;
2129;1.181343;-6.769e-16;*;6.144;*;2.77e+07;6.48e+11;
2130;1.163884;-2.898e-14;*;5.043;*;6.36e+05;4.34e+12;
2131;4.250816;-2.139e-16;*;5.062;*;3.15e+08;5.34e+10;
2132;1.608405;-2.507e-15;*;4.881;*;1.02e+07;7.85e+11;
2133;6.880069;-2.076e-13;*;4.215;*;5.25e+05;8.08e+11;
2134;2.634795;-3.000e-16;*;3.633;*;1.39e+08;1.30e+11;
2135;3.306336;-6.470e-14;*;2.909;*;8.10e+05;1.35e+12;
2136;6.027087;-7.479e-13;*;3.159;*;1.28e+05;1.87e+12;
2137;*;*;*;0.789;RRAT[mss+20];*;*;
2138;1.491456;-3.870e-15;*;19.572;*;6.11e+06;1.09e+12;
2139;257.135510;*;*;10.000;*;*;*;
2140;2.822973;-1.324e-14;-8.700e-26;4.358;*;3.38e+06;7.76e+11;
2141;2.187011;-6.227e-15;*;8.315;*;5.56e+06;7.81e+11;
2142;1.777112;-3.726e-14;-1.950e-25;5.343;*;7.56e+05;2.61e+12;
2143;2.015344;*;*;6.066;*;*;*;
2144;5.594207;-3.244e-14;*;3.638;*;2.73e+06;4.36e+11;
2145;298.121588;-2.060e-16;*;3.200;*;2.29e+10;8.92e+07;
2146;309.379715;4.594e-17;*;3.200;*;*;*;
2147;1.445087;*;*;5.258;*;*;*;
2148;5.771545;-5.002e-14;-1.000e-23;0.300;XINS,NRAD;1.83e+06;5.16e+11;
2149;2.391544;*;*;5.483;*;*;*;
2150;1.620649;-4.424e-15;-3.800e-27;3.145;*;5.80e+06;1.03e+12;
2151;2.111877;-1.680e-16;*;4.250;*;1.99e+08;1.35e+11;
2152;4.973548;-8.186e-14;*;4.315;*;9.63e+05;8.25e+11;
2153;10.384841;-4.872e-12;*;4.779;HE[lsg+15];3.38e+04;2.11e+12;
2154;0.524712;-2.126e-16;4.600e-28;4.137;*;3.91e+07;1.23e+12;
2155;0.909756;-1.001e-16;*;5.239;*;1.44e+08;3.69e+11;
2156;0.509286;-1.608e-15;*;6.603;*;5.02e+06;3.53e+12;
2157;0.533044;-1.037e-14;*;8.270;*;8.14e+05;8.38e+12;
2158;1.617187;-1.437e-14;*;3.232;*;1.78e+06;1.87e+12;
2159;196.463654;*;*;4.071;*;*;*;
2160;18.474044;*;*;5.802;*;*;*;
2161;0.453891;*;*;6.922;*;*;*;
2162;5.455692;*;*;7.777;*;*;*;
2163;2.250095;-2.764e-17;*;6.096;*;1.29e+09;4.98e+10;
2164;2.625598;-8.019e-13;*;6.629;*;5.19e+04;6.74e+12;
2165;6.863053;-2.222e-11;1.700e-21;*;NRAD;4.89e+03;8.39e+12;
2166;4.249688;-6.036e-13;*;4.061;*;1.12e+05;2.84e+12;
2167;1.078542;-9.000e-17;*;4.545;*;1.90e+08;2.71e+11;
2168;14.184750;-9.909e-12;*;6.600;NRAD;2.27e+04;1.89e+12;
2169;0.820780;-2.075e-15;*;4.135;*;6.27e+06;1.96e+12;
2170;1.820961;-6.724e-17;*;3.514;*;4.29e+08;1.07e+11;
2171;0.525771;-7.400e-16;*;1.541;*;1.13e+07;2.28e+12;
2172;2.048165;-1.678e-16;*;8.398;*;1.93e+08;1.41e+11;
2173;0.388014;*;*;1.704;RRAT[gac+20];*;*;
2174;1.071506;-6.824e-15;*;6.074;RRAT;2.49e+06;2.38e+12;
2175;0.789397;-2.968e-15;*;6.088;*;4.21e+06;2.49e+12;
2176;4.187917;-2.196e-13;*;7.852;*;3.02e+05;1.75e+12;
2177;0.373736;-6.649e-16;*;4.042;*;8.91e+06;3.61e+12;
2178;1.919608;-2.835e-14;*;4.231;*;1.07e+06;2.03e+12;
2179;6.690724;-3.624e-14;*;4.483;*;2.92e+06;3.52e+11;
2180;1.708470;-9.655e-15;*;3.945;*;2.80e+06;1.41e+12;
2181;2.062223;-5.600e-16;*;2.531;*;5.83e+07;2.56e+11;
2182;2.224456;-1.800e-14;*;4.804;*;1.96e+06;1.29e+12;
2183;2.386778;-1.482e-13;*;6.815;*;2.55e+05;3.34e+12;
2184;0.523169;-1.354e-15;*;3.976;*;6.12e+06;3.11e+12;
2185;187.265918;*;*;3.515;*;*;*;
2186;1.253953;-1.304e-14;*;5.846;*;1.52e+06;2.60e+12;
2187;2.367893;-6.325e-14;*;4.557;*;5.93e+05;2.21e+12;
2188;1.163645;-1.300e-14;*;4.225;*;1.42e+06;2.91e+12;
2189;0.528164;-6.424e-15;*;5.727;*;1.30e+06;6.68e+12;
2190;28.107357;-7.540e-17;*;4.990;*;5.91e+09;1.86e+09;
2191;2.283788;-5.216e-16;*;14.281;*;6.94e+07;2.12e+11;
2192;1.046383;-2.573e-15;*;5.742;*;6.44e+06;1.52e+12;
2193;0.912042;-2.018e-15;*;4.195;*;7.16e+06;1.65e+12;
2194;0.188346;-8.400e-16;*;5.450;*;3.55e+06;1.13e+13;
2195;1.062743;-7.238e-15;*;9.981;*;2.33e+06;2.48e+12;
2196;1.325433;-5.617e-15;*;10.764;*;3.74e+06;1.57e+12;
2197;0.151571;-1.460e-16;-1.600e-27;0.721;RRAT;1.65e+07;6.55e+12;
2198;0.605011;-5.472e-16;-9.100e-28;1.449;*;1.75e+07;1.59e+12;
2199;33.587732;-9.220e-15;*;4.230;*;5.77e+07;1.58e+10;
2200;1.507565;-4.108e-14;*;7.930;*;5.81e+05;3.50e+12;
2201;0.603261;-1.220e-16;*;4.170;*;7.83e+07;7.54e+11;
2202;4.900325;-1.390e-12;*;3.776;*;5.59e+04;3.48e+12;
2203;*;*;*;0.993;RRAT[ttm18];*;*;
2204;5.372045;-1.845e-13;-1.560e-24;4.399;*;4.61e+05;1.10e+12;
2205;0.084825;-2.944e-13;-3.900e-22;9.600;AXP,NRAD;4.57e+03;7.03e+14;
2206;1.095391;-4.173e-14;*;4.969;*;4.16e+05;5.70e+12;
2207;2.243415;-1.176e-12;*;4.125;HE[sbc+19];3.02e+04;1.03e+13;
2208;2.622474;-7.499e-15;6.350e-26;1.664;*;5.54e+06;6.52e+11;
2209;0.749312;-3.600e-16;*;14.205;*;3.30e+07;9.36e+11;
2210;2.828034;-1.280e-15;*;2.459;*;3.50e+07;2.41e+11;
2211;0.948561;-6.048e-15;*;6.875;*;2.48e+06;2.69e+12;
2212;0.323807;-3.103e-15;*;4.990;*;1.65e+06;9.67e+12;
2213;2.469626;-2.756e-14;*;8.637;*;1.42e+06;1.37e+12;
2214;4.285845;-1.491e-14;*;4.329;*;4.56e+06;4.40e+11;
2215;0.543495;-1.501e-16;0.000e+00;3.711;*;5.74e+07;9.78e+11;
2216;1.898678;-7.908e-14;*;3.605;*;3.80e+05;3.44e+12;
2217;1.771556;-6.900e-17;*;5.727;*;4.07e+08;1.13e+11;
2218;3.194721;-7.760e-16;*;15.962;*;6.52e+07;1.56e+11;
2219;0.796515;-1.231e-16;*;3.946;*;1.03e+08;4.99e+11;
2220;2.901528;-8.818e-14;*;9.713;*;5.21e+05;1.92e+12;
2221;2.120425;-1.030e-15;*;6.430;*;3.26e+07;3.33e+11;
2222;1.226589;*;*;2.573;*;*;*;
2223;2.673797;*;*;1.974;*;*;*;
2224;1.135932;-1.003e-14;*;3.336;*;1.79e+06;2.65e+12;
2225;1.277794;-4.070e-16;*;8.300;*;4.97e+07;4.47e+11;
2226;0.789267;-2.341e-15;*;6.069;*;5.34e+06;2.21e+12;
2227;1.492822;-5.500e-15;*;7.662;*;4.30e+06;1.30e+12;
2228;0.493212;-3.513e-15;*;5.931;*;2.22e+06;5.48e+12;
2229;7.557781;-5.940e-14;*;5.798;*;2.02e+06;3.75e+11;
2230;1.278881;-3.910e-15;*;3.983;*;5.18e+06;1.38e+12;
2231;1.324568;-1.499e-15;*;4.887;*;1.40e+07;8.13e+11;
2232;1.488951;-8.629e-15;*;4.068;*;2.73e+06;1.64e+12;
2233;5.218810;-5.818e-14;*;4.285;*;1.42e+06;6.47e+11;
2234;2.103525;-5.887e-14;*;7.053;*;5.66e+05;2.54e+12;
2235;1.864233;-6.033e-14;*;4.314;*;4.90e+05;3.09e+12;
2236;541.809745;-2.805e-15;*;1.260;HE;3.06e+09;1.34e+08;
2237;182.770888;-2.074e-16;*;3.472;*;1.40e+10;1.87e+08;
2238;1.713648;-2.114e-14;*;12.020;*;1.28e+06;2.07e+12;
2239;0.293553;-8.962e-17;*;6.027;*;5.19e+07;1.90e+12;
2240;3.084639;*;*;3.908;*;*;*;
2241;2.171539;*;*;6.860;*;*;*;
2242;280.112045;*;*;4.570;*;*;*;
2243;1.559824;-1.479e-14;*;10.411;*;1.67e+06;2.00e+12;
2244;238.917573;-6.120e-16;*;4.357;*;6.19e+09;2.14e+08;
2245;1.969581;-6.494e-14;-9.300e-27;4.894;*;4.81e+05;2.95e+12;
2246;3.663500;*;*;6.030;*;*;*;
2247;0.143446;*;*;*;NRAD,AXP(?);*;*;
2248;0.834286;-5.435e-15;*;5.261;*;2.43e+06;3.10e+12;
2249;1.904584;-3.713e-14;*;5.973;*;8.13e+05;2.35e+12;
2250;8.860955;-1.215e-11;*;*;NRAD;1.16e+04;4.23e+12;
2251;1.009055;-3.986e-15;-1.500e-27;3.074;*;4.01e+06;1.99e+12;
2252;3.711356;-9.370e-15;*;5.684;*;6.28e+06;4.33e+11;
