,xy,speed,bodydirection,headdirection,rest,walk,locomotion,freezing,rear,corners,walls,center,object1,object2,object3,object4,objects
39,"{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}"
40,"{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}"
41,"{'stage2': np.False_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}"
42,"{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}"
43,"{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}"
44,"{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.False_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}"
45,"{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}"
46,"{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}"
47,"{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}"
48,"{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}"
49,"{'stage2': np.False_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.False_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}"
50,"{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': np.True_, 'stage1': np.True_}"
51,"{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}"
52,"{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}"
53,"{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}"
54,"{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}"
55,"{'stage2': np.False_, 'stage1': np.True_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': np.True_, 'stage1': np.True_}"
56,"{'stage2': np.False_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}"
57,"{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}"
58,"{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}"
59,"{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}"
60,"{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': np.False_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}"
61,"{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}"
62,"{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}"
63,"{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}"
64,"{'stage2': np.False_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.True_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}"
65,"{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}"
66,"{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}"
67,"{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}"
68,"{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': np.False_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}"
69,"{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}"
70,"{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.False_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}"
71,"{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}"
72,"{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}"
73,"{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}"
74,"{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}"
75,"{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}"
76,"{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}"
77,"{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.False_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}"
