# SIMPLE  =                    T / conforms to FITS standard                      
# BITPIX  =                    8 / array data type                                
# NAXIS   =                    0 / number of array dimensions                     
# EXTEND  =                    T                                                  
# VERSPYT = '3.11.7  '           / Python version                                 
# VERSNPY = '1.26.4  '           / Numpy version                                  
# VERSSCI = '1.12.0  '           / Scipy version                                  
# VERSAST = '6.0.0   '           / Astropy version                                
# VERSSKL = '1.4.1.post1'        / Scikit-learn version                           
# VERSPYP = '1.17.0  '           / PypeIt version                                 
# DATE    = '2025-02-13'         / UTC date created                               
# RA      =   215.57449999999997                                                  
# DEC     =   50.508472222222224                                                  
# TARGET  = 'GOTO25afz'                                                           
# DISPNAME= 'blue    '                                                            
# DECKER  = 'slit    '                                                            
# BINNING = '1,1     '                                                            
# MJD     =         60719.225422                                                  
# DATETIME= '2025-02-13T05:24:36.461' / Date and time of the observation in ISOT f
# AIRMASS =             1.083654                                                  
# EXPTIME =                900.0                                                  
# FILENAME= 'v_e_20250212_117_1_0_9.fits.gz'                                      
# INSTRUME= 'SPRAT   '                                                            
# DETECTOR= 'E2V CCD30-11 10333-02-26'                                            
# DATE-OBS= '2025-02-13T05:24:36.422'                                             
# CONFNAME= 'user_def_config'                                                     
# FOVTYPE = 'slit    '                                                            
# CCDXBIN =                    1                                                  
# CCDYBIN =                    1                                                  
# PYPELINE= 'MultiSlit'                                                           
# PYP_SPEC= 'lt_sprat'                                                            
# TELESCOP= 'LT      '                                                            
# LON-OBS =  -17.879999999999995                                                  
# LAT-OBS =   28.758333333333336                                                  
# ALT-OBS =    2326.999999998442                                                  
# CLBS_DIR= '/home/mpursiai/onedrive-work/work/GOTO_classifications/GOTO-FAST/py&'
# CONTINUE  'peit/20250212/reduced/Calibrations'                                  
# CLBS_ARC= 'Arc_A_0_DET01.fits'                                                  
# HIERARCH CLBS_WAVECALIB = 'WaveCalib_A_0_DET01.fits'                            
# HIERARCH CLBS_BIAS = 'Bias_A_0_DET01.fits'                                      
# HIERARCH CLBS_FLAT = 'Flat_A_0_DET01.fits'                                      
# HIERARCH CLBS_EDGES = 'Edges_A_0_DET01.fits.gz'                                 
# HIERARCH CLBS_SLITS = 'Slits_A_0_DET01.fits.gz'                                 
# HIERARCH CLBS_TILTIMG = 'Tiltimg_A_0_DET01.fits'                                
# HIERARCH CLBS_TILTS = 'Tilts_A_0_DET01.fits'                                    
# DMODCLS = 'SpecObjs'           / Datamodel class                                
# DMODVER = '1.0.0   '           / Datamodel version                              
# EXT0000 = 'SPAT0126-SLIT0113-DET01'                                             
# NSPEC   =                    1                                                  
# 
#      Lam       Flux        STD
  6584.023  6.145e-16  3.762e-17
  6588.829  5.654e-16  3.729e-17
  6593.637  4.803e-16  3.674e-17
  6598.443  6.174e-16  3.776e-17
  6603.251  5.283e-16  3.706e-17
  6608.058  5.596e-16  3.741e-17
  6612.864  5.294e-16  3.704e-17
  6617.672  6.114e-16  3.741e-17
  6622.478  5.968e-16  3.741e-17
  6627.287  4.830e-16  3.660e-17
  6632.093  5.872e-16  3.744e-17
  6636.901  4.866e-16  3.640e-17
  6641.710  5.521e-16  3.692e-17
  6646.517  5.169e-16  3.672e-17
  6651.325  5.232e-16  3.692e-17
  6656.132  5.271e-16  3.695e-17
  6660.941  5.448e-16  3.708e-17
  6665.747  5.688e-16  3.946e-17
  6670.558  6.188e-16  3.769e-17
  6675.365  5.388e-16  3.704e-17
  6680.174  5.870e-16  3.736e-17
  6684.983  5.649e-16  3.744e-17
  6689.790  4.025e-16  3.623e-17
  6694.600  5.837e-16  3.761e-17
  6699.408  4.592e-16  3.679e-17
  6704.217  5.374e-16  3.736e-17
  6709.025  5.501e-16  3.762e-17
  6713.835  6.407e-16  3.818e-17
  6718.643  5.993e-16  3.810e-17
  6723.451  6.013e-16  3.833e-17
  6728.261  4.905e-16  3.775e-17
  6733.069  5.953e-16  3.877e-17
  6737.879  6.224e-16  3.899e-17
  6742.688  4.615e-16  3.792e-17
  6747.496  5.347e-16  3.849e-17
  6752.306  5.840e-16  3.851e-17
  6757.114  5.990e-16  3.816e-17
  6761.924  5.078e-16  3.680e-17
  6766.733  4.987e-16  3.679e-17
  6771.542  5.481e-16  3.719e-17
  6776.351  4.936e-16  3.744e-17
  6781.159  6.111e-16  3.879e-17
  6785.968  6.187e-16  3.886e-17
  6790.777  4.468e-16  3.756e-17
  6795.586  5.577e-16  3.865e-17
  6800.395  6.340e-16  3.920e-17
  6805.204  4.987e-16  3.824e-17
  6810.013  5.300e-16  3.846e-17
  6814.822  6.135e-16  3.927e-17
  6819.630  5.474e-16  3.975e-17
  6824.440  5.289e-16  4.058e-17
  6829.248  5.576e-16  4.143e-17
  6834.057  4.557e-16  4.080e-17
  6838.866  4.449e-16  4.030e-17
  6843.674  5.151e-16  3.998e-17
  6848.484  5.864e-16  3.983e-17
  6853.292  4.932e-16  3.939e-17
  6858.101  4.612e-16  3.996e-17
  6862.909  4.995e-16  3.922e-17
  6867.718  3.940e-16  3.787e-17
  6872.526  4.924e-16  3.825e-17
  6877.334  3.441e-16  3.540e-17
  6882.142  4.324e-16  3.664e-17
  6886.951  3.352e-16  3.618e-17
  6891.759  5.167e-16  3.803e-17
  6896.567  4.875e-16  3.782e-17
  6901.375  4.442e-16  3.752e-17
  6906.183  5.042e-16  3.849e-17
  6910.988  5.237e-16  5.423e-17
  6910.993  3.958e-16  5.395e-17
  6915.798  5.452e-16  3.971e-17
  6920.606  3.992e-16  3.878e-17
  6925.414  4.362e-16  3.880e-17
  6930.221  4.915e-16  3.959e-17
  6935.028  5.311e-16  3.966e-17
  6939.835  5.532e-16  4.022e-17
  6944.642  4.958e-16  4.030e-17
  6949.450  5.597e-16  4.077e-17
  6954.256  5.732e-16  4.050e-17
  6959.063  5.472e-16  4.012e-17
  6963.870  5.344e-16  3.962e-17
  6968.676  5.568e-16  4.016e-17
  6973.483  4.205e-16  3.940e-17
  6978.289  4.805e-16  3.994e-17
  6983.095  4.366e-16  3.951e-17
  6987.901  5.183e-16  3.996e-17
  6992.707  5.917e-16  4.033e-17
  6997.513  4.900e-16  3.940e-17
  7002.318  5.418e-16  4.003e-17
  7007.124  4.544e-16  3.955e-17
  7011.929  3.945e-16  3.924e-17
  7016.735  4.581e-16  3.945e-17
  7021.540  4.989e-16  3.970e-17
  7026.344  4.191e-16  3.908e-17
  7031.149  4.351e-16  3.925e-17
  7035.953  4.680e-16  3.985e-17
  7040.757  5.042e-16  4.045e-17
  7045.561  4.818e-16  4.041e-17
  7050.365  5.122e-16  4.057e-17
  7055.169  5.818e-16  4.132e-17
  7059.973  4.522e-16  4.011e-17
  7064.776  4.682e-16  3.980e-17
  7069.579  5.003e-16  4.003e-17
  7074.382  4.246e-16  3.937e-17
  7079.185  4.354e-16  3.953e-17
  7083.988  5.991e-16  4.060e-17
  7088.790  4.875e-16  3.980e-17
  7093.593  4.362e-16  3.906e-17
  7098.395  4.716e-16  3.932e-17
  7103.197  4.857e-16  3.937e-17
  7107.998  4.108e-16  3.891e-17
  7112.799  4.973e-16  3.957e-17
  7117.601  4.215e-16  3.899e-17
  7122.401  4.304e-16  3.929e-17
  7127.202  4.308e-16  3.934e-17
  7132.003  4.572e-16  3.971e-17
  7136.803  4.348e-16  3.970e-17
  7141.603  4.671e-16  4.018e-17
  7146.404  5.566e-16  4.117e-17
  7151.202  4.473e-16  4.022e-17
  7156.002  4.631e-16  4.030e-17
  7160.801  4.261e-16  3.981e-17
  7165.600  4.450e-16  3.989e-17
  7170.398  3.626e-16  3.929e-17
  7175.197  5.092e-16  4.036e-17
  7179.992  5.355e-16  5.688e-17
  7179.997  3.846e-16  5.605e-17
  7184.792  3.644e-16  3.858e-17
  7189.590  4.647e-16  3.946e-17
  7194.388  4.448e-16  3.921e-17
  7199.184  4.675e-16  3.934e-17
  7203.980  4.184e-16  3.927e-17
  7208.774  4.360e-16  3.950e-17
  7213.574  3.845e-16  3.917e-17
  7218.370  4.651e-16  4.032e-17
  7223.165  3.783e-16  3.995e-17
  7227.960  4.112e-16  4.041e-17
  7232.755  4.529e-16  4.316e-17
  7237.549  3.209e-16  4.472e-17
  7242.344  4.287e-16  4.673e-17
  7247.139  4.272e-16  4.723e-17
  7251.932  4.386e-16  4.616e-17
  7256.726  4.028e-16  4.323e-17
  7261.519  4.545e-16  4.194e-17
  7266.311  3.755e-16  4.157e-17
  7271.104  5.131e-16  4.546e-17
  7275.897  3.286e-16  4.494e-17
  7280.688  4.145e-16  4.640e-17
  7285.480  5.192e-16  4.684e-17
  7290.271  3.506e-16  4.324e-17
  7295.062  3.803e-16  4.236e-17
  7299.852  3.814e-16  4.202e-17
  7304.643  3.780e-16  4.232e-17
  7309.433  2.888e-16  4.373e-17
  7314.222  4.602e-16  4.552e-17
  7319.012  4.045e-16  4.502e-17
  7323.800  4.682e-16  4.644e-17
  7328.589  4.251e-16  4.478e-17
  7333.377  4.308e-16  4.582e-17
  7338.165  5.133e-16  4.815e-17
  7342.952  3.502e-16  4.580e-17
  7347.739  3.854e-16  4.638e-17
  7352.526  3.567e-16  4.556e-17
  7357.312  4.147e-16  4.427e-17
  7362.098  5.198e-16  4.717e-17
  7366.884  5.298e-16  4.803e-17
  7371.669  4.151e-16  4.648e-17
  7376.454  3.550e-16  4.578e-17
  7381.238  3.653e-16  4.457e-17
  7386.022  3.526e-16  4.331e-17
  7390.806  4.126e-16  4.401e-17
  7395.589  4.770e-16  4.619e-17
  7400.372  4.709e-16  4.661e-17
  7405.154  3.418e-16  4.494e-17
  7409.936  3.843e-16  4.499e-17
  7414.718  4.428e-16  4.420e-17
  7419.499  4.431e-16  4.314e-17
  7424.280  4.819e-16  4.419e-17
  7429.060  4.689e-16  4.465e-17
  7433.841  3.611e-16  4.460e-17
  7438.620  4.863e-16  4.622e-17
  7443.399  3.009e-16  4.407e-17
  7448.178  5.308e-16  4.655e-17
  7452.957  4.150e-16  4.454e-17
  7457.734  4.407e-16  4.520e-17
  7462.512  3.979e-16  4.523e-17
  7467.289  3.857e-16  4.575e-17
  7472.065  4.581e-16  4.756e-17
  7476.842  4.566e-16  4.779e-17
  7481.617  4.622e-16  4.750e-17
  7486.392  4.001e-16  4.652e-17
  7491.167  4.093e-16  4.609e-17
  7495.941  3.004e-16  4.400e-17
  7500.715  3.798e-16  4.406e-17
  7505.488  3.936e-16  4.400e-17
  7510.262  3.410e-16  4.392e-17
  7515.033  3.337e-16  4.441e-17
  7519.806  3.091e-16  4.580e-17
  7524.577  3.480e-16  4.690e-17
  7529.349  3.650e-16  4.695e-17
  7534.118  3.930e-16  4.646e-17
  7538.888  3.044e-16  4.391e-17
  7543.657  4.253e-16  4.495e-17
  7548.427  2.841e-16  4.400e-17
  7553.197  2.496e-16  4.440e-17
  7557.965  3.571e-16  4.595e-17
  7562.732  2.753e-16  4.529e-17
  7567.499  4.322e-16  4.809e-17
  7572.265  4.352e-16  4.766e-17
  7577.030  3.746e-16  4.682e-17
  7581.796  2.823e-16  4.602e-17
  7586.561  4.297e-16  4.664e-17
  7591.327  4.509e-16  4.560e-17
  7596.092  2.190e-16  4.192e-17
  7600.855  2.029e-16  3.847e-17
  7605.618  1.887e-16  3.562e-17
  7610.381  1.735e-16  3.509e-17
  7615.142  2.833e-16  3.848e-17
  7619.903  1.607e-16  4.076e-17
  7624.665  2.960e-16  4.218e-17
  7629.425  2.038e-16  4.076e-17
  7634.185  2.987e-16  4.213e-17
  7638.944  2.517e-16  4.179e-17
  7643.703  1.348e-16  4.079e-17
  7648.461  1.889e-16  4.257e-17
  7653.219  2.096e-16  4.427e-17
  7657.976  2.025e-16  4.582e-17
  7662.733  3.637e-16  4.920e-17
  7667.485  3.592e-16  6.985e-17
  7667.493  3.171e-16  7.133e-17
  7672.244  4.467e-16  5.209e-17
  7676.999  3.477e-16  5.115e-17
  7681.753  4.190e-16  5.362e-17
  7686.507  3.607e-16  5.321e-17
  7691.260  3.507e-16  5.363e-17
  7696.013  2.212e-16  5.283e-17
  7700.765  2.402e-16  5.336e-17
  7705.516  3.166e-16  5.816e-17
  7710.267  3.760e-16  6.483e-17
  7715.017  5.733e-16  6.836e-17
  7719.767  4.457e-16  6.883e-17
  7724.516  4.849e-16  6.841e-17
  7729.265  3.876e-16  6.313e-17
  7734.012  6.760e-16  6.394e-17
  7738.760  3.899e-16  5.973e-17
  7743.507  3.418e-16  6.350e-17
  7748.252  4.711e-16  6.758e-17
  7752.998  3.753e-16  6.814e-17
  7757.743  3.946e-16  7.051e-17
  7762.486  4.810e-16  6.882e-17
  7767.230  2.154e-16  6.334e-17
  7771.974  2.992e-16  6.412e-17
  7776.716  4.357e-16  6.518e-17
  7781.458  3.122e-16  6.463e-17
  7786.199  4.070e-16  6.887e-17
  7790.940  3.583e-16  6.991e-17
  7795.680  3.255e-16  7.021e-17
  7800.418  3.760e-16  7.262e-17
  7805.157  2.584e-16  7.099e-17
  7809.895  1.561e-16  6.829e-17
  7814.632  2.370e-16  7.434e-17
  7819.368  3.384e-16  7.813e-17
  7824.105  2.085e-16  7.669e-17
  7828.840  2.021e-16  7.778e-17
  7833.574  3.184e-16  7.860e-17
  7838.317  2.268e-16  8.510e-17
  7843.057  2.867e-16  9.622e-17
  7847.790  5.402e-16  1.075e-16
  7852.522  2.871e-16  1.073e-16
  7857.246  4.962e-16  1.039e-16
  7861.969  3.135e-16  9.574e-17
  7866.699  8.215e-17  8.920e-17
  7871.428  5.127e-16  9.574e-17
  7876.157  2.914e-16  9.305e-17
  7880.885  3.754e-16  9.690e-17
  7885.612  1.351e-16  9.426e-17
  7890.339  3.160e-16  9.741e-17
  7895.065  3.192e-16  9.689e-17
  7899.790  1.633e-16  9.419e-17
  7904.514  4.346e-16  1.010e-16
  7909.238  5.693e-16  1.090e-16
  7913.961  3.968e-16  1.113e-16
  7918.684 -1.512e-16  1.041e-16
  7923.405  2.763e-16  1.128e-16
  7928.127  3.045e-16  1.089e-16
  7932.847  5.473e-16  1.102e-16
  7937.566  6.443e-16  1.116e-16
  7942.285  6.232e-16  1.133e-16
  7947.003  1.722e-16  1.065e-16
  7951.720  4.138e-16  1.132e-16
  7956.438  7.360e-16  1.261e-16
  7961.153  2.943e-16  1.223e-16
  7965.869  4.187e-16  1.237e-16
  7970.583  6.428e-16  1.316e-16
  7975.297  5.017e-16  1.295e-16
  7980.010  2.138e-16  1.248e-16
  7984.721 -1.306e-17  1.288e-16
  7989.434  6.234e-16  1.407e-16
  7994.145  7.200e-16  1.405e-16
  7998.854  3.672e-16  1.395e-16
  8003.564  3.848e-16  1.378e-16
  8008.271  4.980e-16  1.384e-16
  8012.979  4.805e-16  1.414e-16
  8017.686  3.989e-16  1.507e-16
  8022.392  7.687e-16  1.590e-16
  8027.098  3.820e-16  1.548e-16
  8031.802  1.837e-16  1.522e-16
  8036.506  2.343e-16  1.483e-16
  8041.210  6.194e-16  1.570e-16
  8045.912 -1.135e-16  1.463e-16
  8050.614  6.319e-16  1.646e-16
  8055.316  4.211e-16  1.656e-16
  8060.014  4.547e-16  1.696e-16
  8064.714  6.394e-16  1.726e-16
  8069.412  1.842e-18  1.638e-16
  8074.110 -8.775e-17  1.613e-16
  8078.806  4.770e-16  1.755e-16
  8083.503  4.758e-16  1.756e-16
  8088.198  3.712e-16  1.834e-16
  8092.892  6.599e-16  1.881e-16
  8097.585  8.244e-16  1.902e-16
  8102.279  1.488e-16  1.892e-16
  8106.970  3.408e-16  1.858e-16
