Based on ECC fit measurements to calibration runs xxxx to yyyy provided by O Limousin. From ELUT_ECC_para_xxx_yyyy.fits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel energy edges obtained from stx_science_energy_channels(/edges_1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Offset,Gain keV/ADC,Pixel,Detector,ADC Edge 0 - 4.00 keV,ADC Edge 1 - 5.00 keV,ADC Edge 2 - 6.00 keV,ADC Edge 3 - 7.00 keV,ADC Edge 4 - 8.00 keV,ADC Edge 5 - 9.00 keV,ADC Edge 6 - 10.00 keV,ADC Edge 7 - 11.00 keV,ADC Edge 8 - 12.00 keV,ADC Edge 9 - 13.00 keV,ADC Edge 10 - 14.00 keV,ADC Edge 11 - 15.00 keV,ADC Edge 12 - 16.00 keV,ADC Edge 13 - 18.00 keV,ADC Edge 14 - 20.00 keV,ADC Edge 15 - 22.00 keV,ADC Edge 16 - 25.00 keV,ADC Edge 17 - 28.00 keV,ADC Edge 18 - 32.00 keV,ADC Edge 19 - 36.00 keV,ADC Edge 20 - 40.00 keV,ADC Edge 21 - 45.00 keV,ADC Edge 22 - 50.00 keV,ADC Edge 23 - 56.00 keV,ADC Edge 24 - 63.00 keV,ADC Edge 25 - 70.00 keV,ADC Edge 26 - 76.00 keV,ADC Edge 27 - 84.00 keV,ADC Edge 28 - 100.00 keV,ADC Edge 29 - 120.00 keV,ADC Edge 30 - 150.00 keV
 882.9630, 0.109117,0,21,920,929,938,947,956,965,975,984,993,1002,1011,1020,1030,1048,1066,1085,1112,1140,1176,1213,1250,1295,1341,1396,1460,1524,1579,1653,1799,1983,2258
 890.3704, 0.109223,1,21,927,936,945,954,964,973,982,991,1000,1009,1019,1028,1037,1055,1073,1092,1119,1147,1183,1220,1257,1302,1348,1403,1467,1531,1586,1659,1806,1989,2264
 895.5555, 0.109117,2,21,932,941,951,960,969,978,987,996,1006,1015,1024,1033,1042,1061,1079,1097,1125,1152,1189,1225,1262,1308,1354,1409,1473,1537,1592,1665,1812,1995,2270
 894.0740, 0.108416,3,21,931,940,949,959,968,977,986,996,1005,1014,1023,1032,1042,1060,1079,1097,1125,1152,1189,1226,1263,1309,1355,1411,1475,1540,1595,1669,1816,2001,2278
 884.4445, 0.108853,4,21,921,930,940,949,958,967,976,985,995,1004,1013,1022,1031,1050,1068,1087,1114,1142,1178,1215,1252,1298,1344,1399,1463,1528,1583,1656,1803,1987,2262
 891.8518, 0.109454,5,21,928,938,947,956,965,974,983,992,1001,1011,1020,1029,1038,1056,1075,1093,1120,1148,1184,1221,1257,1303,1349,1403,1467,1531,1586,1659,1805,1988,2262
 890.3704, 0.108591,6,21,927,936,946,955,964,973,982,992,1001,1010,1019,1029,1038,1056,1075,1093,1121,1148,1185,1222,1259,1305,1351,1406,1471,1535,1590,1664,1811,1995,2272
 894.0740, 0.108889,7,21,931,940,949,958,968,977,986,995,1004,1013,1023,1032,1041,1059,1078,1096,1124,1151,1188,1225,1261,1307,1353,1408,1473,1537,1592,1666,1812,1996,2272
 879.2593, 0.109578,8,21,916,925,934,943,952,961,971,980,989,998,1007,1016,1025,1044,1062,1080,1107,1135,1171,1208,1244,1290,1336,1390,1454,1518,1573,1646,1792,1974,2248
 896.2963, 0.109276,9,21,933,942,951,960,970,979,988,997,1006,1015,1024,1034,1043,1061,1079,1098,1125,1153,1189,1226,1262,1308,1354,1409,1473,1537,1592,1665,1811,1994,2269
 888.8889, 0.108924,10,21,926,935,944,953,962,972,981,990,999,1008,1017,1027,1036,1054,1073,1091,1118,1146,1183,1219,1256,1302,1348,1403,1467,1532,1587,1660,1807,1991,2266
 891.8518, 0.109596,11,21,928,937,947,956,965,974,983,992,1001,1010,1020,1029,1038,1056,1074,1093,1120,1147,1184,1220,1257,1302,1348,1403,1467,1531,1585,1658,1804,1987,2261
 920.0000, 0.109294,0,22,957,966,975,984,993,1002,1011,1021,1030,1039,1048,1057,1066,1085,1103,1121,1149,1176,1213,1249,1286,1332,1377,1432,1496,1560,1615,1689,1835,2018,2292
 917.7778, 0.109631,1,22,954,963,973,982,991,1000,1009,1018,1027,1036,1045,1055,1064,1082,1100,1118,1146,1173,1210,1246,1283,1328,1374,1429,1492,1556,1611,1684,1830,2012,2286
 912.5926, 0.109383,2,22,949,958,967,977,986,995,1004,1013,1022,1031,1041,1050,1059,1077,1095,1114,1141,1169,1205,1242,1278,1324,1370,1425,1489,1553,1607,1681,1827,2010,2284
 917.7778, 0.109631,3,22,954,963,973,982,991,1000,1009,1018,1027,1036,1045,1055,1064,1082,1100,1118,1146,1173,1210,1246,1283,1328,1374,1429,1492,1556,1611,1684,1830,2012,2286
 919.2593, 0.108643,4,22,956,965,974,984,993,1002,1011,1021,1030,1039,1048,1057,1067,1085,1103,1122,1149,1177,1214,1251,1287,1333,1379,1435,1499,1564,1619,1692,1840,2024,2300
 923.7037, 0.109685,5,22,960,969,978,988,997,1006,1015,1024,1033,1042,1051,1060,1070,1088,1106,1124,1152,1179,1215,1252,1288,1334,1380,1434,1498,1562,1617,1690,1835,2018,2291
 930.3704, 0.109507,6,22,967,976,985,994,1003,1013,1022,1031,1040,1049,1058,1067,1076,1095,1113,1131,1159,1186,1223,1259,1296,1341,1387,1442,1506,1570,1624,1697,1844,2026,2300
 924.4445, 0.108156,7,22,961,971,980,989,998,1008,1017,1026,1035,1045,1054,1063,1072,1091,1109,1128,1156,1183,1220,1257,1294,1341,1387,1442,1507,1572,1627,1701,1849,2034,2311
 917.7778, 0.109276,8,22,954,964,973,982,991,1000,1009,1018,1028,1037,1046,1055,1064,1082,1101,1119,1147,1174,1211,1247,1284,1330,1375,1430,1494,1558,1613,1686,1833,2016,2290
 922.9630, 0.108889,9,22,960,969,978,987,996,1006,1015,1024,1033,1042,1052,1061,1070,1088,1107,1125,1153,1180,1217,1254,1290,1336,1382,1437,1502,1566,1621,1694,1841,2025,2301
 921.4815, 0.109012,10,22,958,967,977,986,995,1004,1013,1022,1032,1041,1050,1059,1068,1087,1105,1123,1151,1178,1215,1252,1288,1334,1380,1435,1499,1564,1619,1692,1839,2022,2297
 917.0370, 0.109917,11,22,953,963,972,981,990,999,1008,1017,1026,1035,1044,1054,1063,1081,1099,1117,1144,1172,1208,1245,1281,1326,1372,1427,1490,1554,1608,1681,1827,2009,2282
 920.0000, 0.110204,0,23,956,965,974,984,993,1002,1011,1020,1029,1038,1047,1056,1065,1083,1101,1120,1147,1174,1210,1247,1283,1328,1374,1428,1492,1555,1610,1682,1827,2009,2281
 906.6667, 0.109971,1,23,943,952,961,970,979,989,998,1007,1016,1025,1034,1043,1052,1070,1089,1107,1134,1161,1198,1234,1270,1316,1361,1416,1480,1543,1598,1671,1816,1998,2271
 920.0000, 0.110150,2,23,956,965,974,984,993,1002,1011,1020,1029,1038,1047,1056,1065,1083,1102,1120,1147,1174,1211,1247,1283,1329,1374,1428,1492,1555,1610,1683,1828,2009,2282
 920.7407, 0.109792,3,23,957,966,975,984,994,1003,1012,1021,1030,1039,1048,1057,1066,1085,1103,1121,1148,1176,1212,1249,1285,1331,1376,1431,1495,1558,1613,1686,1832,2014,2287
 920.0000, 0.109649,4,23,956,966,975,984,993,1002,1011,1020,1029,1039,1048,1057,1066,1084,1102,1121,1148,1175,1212,1248,1285,1330,1376,1431,1495,1558,1613,1686,1832,2014,2288
 917.7778, 0.110204,5,23,954,963,972,981,990,999,1009,1018,1027,1036,1045,1054,1063,1081,1099,1117,1145,1172,1208,1244,1281,1326,1371,1426,1489,1553,1607,1680,1825,2007,2279
 923.7037, 0.110601,6,23,960,969,978,987,996,1005,1014,1023,1032,1041,1050,1059,1068,1086,1105,1123,1150,1177,1213,1249,1285,1331,1376,1430,1493,1557,1611,1683,1828,2009,2280
 918.5185, 0.109560,7,23,955,964,973,982,992,1001,1010,1019,1028,1037,1046,1055,1065,1083,1101,1119,1147,1174,1211,1247,1284,1329,1375,1430,1494,1557,1612,1685,1831,2014,2288
 925.1852, 0.109738,8,23,962,971,980,989,998,1007,1016,1025,1035,1044,1053,1062,1071,1089,1107,1126,1153,1180,1217,1253,1290,1335,1381,1435,1499,1563,1618,1691,1836,2019,2292
 934.8148, 0.109471,9,23,971,980,990,999,1008,1017,1026,1035,1044,1054,1063,1072,1081,1099,1118,1136,1163,1191,1227,1264,1300,1346,1392,1446,1510,1574,1629,1702,1848,2031,2305
 915.5555, 0.109685,10,23,952,961,970,979,988,998,1007,1016,1025,1034,1043,1052,1061,1080,1098,1116,1143,1171,1207,1244,1280,1326,1371,1426,1490,1554,1608,1681,1827,2010,2283
 918.5185, 0.110837,11,23,955,964,973,982,991,1000,1009,1018,1027,1036,1045,1054,1063,1081,1099,1117,1144,1171,1207,1243,1279,1325,1370,1424,1487,1550,1604,1676,1821,2001,2272
 915.5555, 0.109471,0,24,952,961,970,979,989,998,1007,1016,1025,1034,1043,1053,1062,1080,1098,1117,1144,1171,1208,1244,1281,1327,1372,1427,1491,1555,1610,1683,1829,2012,2286
 905.9260, 0.109899,1,24,942,951,961,970,979,988,997,1006,1015,1024,1033,1042,1052,1070,1088,1106,1133,1161,1197,1233,1270,1315,1361,1415,1479,1543,1597,1670,1816,1998,2271
 913.3333, 0.110024,2,24,950,959,968,977,986,995,1004,1013,1022,1031,1041,1050,1059,1077,1095,1113,1141,1168,1204,1241,1277,1322,1368,1422,1486,1550,1604,1677,1822,2004,2277
 903.7037, 0.109170,3,24,940,950,959,968,977,986,995,1004,1014,1023,1032,1041,1050,1069,1087,1105,1133,1160,1197,1233,1270,1316,1362,1417,1481,1545,1600,1673,1820,2003,2278
 904.4445, 0.109685,4,24,941,950,959,968,977,986,996,1005,1014,1023,1032,1041,1050,1069,1087,1105,1132,1160,1196,1233,1269,1315,1360,1415,1479,1543,1597,1670,1816,1998,2272
 897.7778, 0.109631,5,24,934,943,953,962,971,980,989,998,1007,1016,1025,1035,1044,1062,1080,1098,1126,1153,1190,1226,1263,1308,1354,1409,1472,1536,1591,1664,1810,1992,2266
 902.2222, 0.110366,6,24,938,948,957,966,975,984,993,1002,1011,1020,1029,1038,1047,1065,1083,1102,1129,1156,1192,1228,1265,1310,1355,1410,1473,1536,1591,1663,1808,1990,2261
 911.8518, 0.110078,7,24,948,957,966,975,985,994,1003,1012,1021,1030,1039,1048,1057,1075,1094,1112,1139,1166,1203,1239,1275,1321,1366,1421,1484,1548,1602,1675,1820,2002,2275
 912.5926, 0.109525,8,24,949,958,967,977,986,995,1004,1013,1022,1031,1040,1050,1059,1077,1095,1113,1141,1168,1205,1241,1278,1323,1369,1424,1488,1552,1607,1680,1826,2008,2282
 918.5185, 0.108713,9,24,955,965,974,983,992,1001,1011,1020,1029,1038,1047,1056,1066,1084,1102,1121,1148,1176,1213,1250,1286,1332,1378,1434,1498,1562,1618,1691,1838,2022,2298
 902.9630, 0.108538,10,24,940,949,958,967,977,986,995,1004,1014,1023,1032,1041,1050,1069,1087,1106,1133,1161,1198,1235,1271,1318,1364,1419,1483,1548,1603,1677,1824,2009,2285
 912.5926, 0.110438,11,24,949,958,967,976,985,994,1003,1012,1021,1030,1039,1048,1057,1076,1094,1112,1139,1166,1202,1239,1275,1320,1365,1420,1483,1546,1601,1673,1818,1999,2271
 897.0370, 0.107553,0,25,934,944,953,962,971,981,990,999,1009,1018,1027,1037,1046,1064,1083,1102,1129,1157,1195,1232,1269,1315,1362,1418,1483,1548,1604,1678,1827,2013,2292
 891.8518, 0.107931,1,25,929,938,947,957,966,975,985,994,1003,1012,1022,1031,1040,1059,1077,1096,1123,1151,1188,1225,1262,1309,1355,1411,1476,1540,1596,1670,1818,2004,2282
 901.4815, 0.108889,2,25,938,947,957,966,975,984,993,1003,1012,1021,1030,1039,1048,1067,1085,1104,1131,1159,1195,1232,1269,1315,1361,1416,1480,1544,1599,1673,1820,2004,2279
 890.3704, 0.107126,3,25,928,937,946,956,965,974,984,993,1002,1012,1021,1030,1040,1058,1077,1096,1124,1152,1189,1226,1264,1310,1357,1413,1478,1544,1600,1674,1824,2011,2291
 901.4815, 0.107741,4,25,939,948,957,966,976,985,994,1004,1013,1022,1031,1041,1050,1069,1087,1106,1134,1161,1198,1236,1273,1319,1366,1421,1486,1551,1607,1681,1830,2015,2294
 897.7778, 0.107160,5,25,935,944,954,963,972,982,991,1000,1010,1019,1028,1038,1047,1066,1084,1103,1131,1159,1196,1234,1271,1318,1364,1420,1486,1551,1607,1682,1831,2018,2298
 897.7778, 0.107707,6,25,935,944,953,963,972,981,991,1000,1009,1018,1028,1037,1046,1065,1083,1102,1130,1158,1195,1232,1269,1316,1362,1418,1483,1548,1603,1678,1826,2012,2290
 890.3704, 0.107587,7,25,928,937,946,955,965,974,983,993,1002,1011,1020,1030,1039,1058,1076,1095,1123,1151,1188,1225,1262,1309,1355,1411,1476,1541,1597,1671,1820,2006,2285
 879.2593, 0.107109,8,25,917,926,935,945,954,963,973,982,991,1001,1010,1019,1029,1047,1066,1085,1113,1141,1178,1215,1253,1299,1346,1402,1467,1533,1589,1664,1813,2000,2280
 889.6296, 0.106753,9,25,927,936,946,955,965,974,983,993,1002,1011,1021,1030,1040,1058,1077,1096,1124,1152,1189,1227,1264,1311,1358,1414,1480,1545,1602,1676,1826,2014,2295
 883.7037, 0.106922,10,25,921,930,940,949,959,968,977,987,996,1005,1015,1024,1033,1052,1071,1089,1118,1146,1183,1220,1258,1305,1351,1407,1473,1538,1595,1669,1819,2006,2287
 885.1852, 0.106939,11,25,923,932,941,951,960,969,979,988,997,1007,1016,1025,1035,1054,1072,1091,1119,1147,1184,1222,1259,1306,1353,1409,1474,1540,1596,1671,1820,2007,2288
 904.4445, 0.109454,0,26,941,950,959,968,978,987,996,1005,1014,1023,1032,1041,1051,1069,1087,1105,1133,1160,1197,1233,1270,1316,1361,1416,1480,1544,1599,1672,1818,2001,2275
 897.0370, 0.108976,1,26,934,943,952,961,970,980,989,998,1007,1016,1026,1035,1044,1062,1081,1099,1126,1154,1191,1227,1264,1310,1356,1411,1475,1539,1594,1668,1815,1998,2273
 896.2963, 0.109614,2,26,933,942,951,960,969,978,988,997,1006,1015,1024,1033,1042,1061,1079,1097,1124,1152,1188,1225,1261,1307,1352,1407,1471,1535,1590,1663,1809,1991,2265
 897.0370, 0.109792,3,26,933,943,952,961,970,979,988,997,1006,1015,1025,1034,1043,1061,1079,1097,1125,1152,1188,1225,1261,1307,1352,1407,1471,1535,1589,1662,1808,1990,2263
 896.2963, 0.109989,4,26,933,942,951,960,969,978,987,996,1005,1014,1024,1033,1042,1060,1078,1096,1124,1151,1187,1224,1260,1305,1351,1405,1469,1533,1587,1660,1805,1987,2260
 896.2963, 0.109971,5,26,933,942,951,960,969,978,987,996,1005,1015,1024,1033,1042,1060,1078,1096,1124,1151,1187,1224,1260,1305,1351,1406,1469,1533,1587,1660,1806,1987,2260
 888.8889, 0.109863,6,26,925,934,944,953,962,971,980,989,998,1007,1016,1025,1035,1053,1071,1089,1116,1144,1180,1217,1253,1298,1344,1399,1462,1526,1581,1653,1799,1981,2254
 900.0000, 0.109631,7,26,936,946,955,964,973,982,991,1000,1009,1019,1028,1037,1046,1064,1082,1101,1128,1155,1192,1228,1265,1310,1356,1411,1475,1539,1593,1666,1812,1995,2268
 902.9630, 0.108521,8,26,940,949,958,967,977,986,995,1004,1014,1023,1032,1041,1050,1069,1087,1106,1133,1161,1198,1235,1272,1318,1364,1419,1483,1548,1603,1677,1824,2009,2285
 886.6667, 0.108399,9,26,924,933,942,951,960,970,979,988,997,1007,1016,1025,1034,1053,1071,1090,1117,1145,1182,1219,1256,1302,1348,1403,1468,1532,1588,1662,1809,1994,2270
 902.9630, 0.109454,10,26,940,949,958,967,976,985,994,1003,1013,1022,1031,1040,1049,1067,1086,1104,1131,1159,1195,1232,1268,1314,1360,1415,1479,1543,1597,1670,1817,1999,2273
 899.2593, 0.110204,11,26,936,945,954,963,972,981,990,999,1008,1017,1026,1035,1044,1063,1081,1099,1126,1153,1190,1226,1262,1308,1353,1407,1471,1534,1589,1661,1807,1988,2260
 894.8148, 0.108959,0,27,932,941,950,959,968,977,987,996,1005,1014,1023,1032,1042,1060,1078,1097,1124,1152,1189,1225,1262,1308,1354,1409,1473,1537,1592,1666,1813,1996,2271
 896.2963, 0.109614,1,27,933,942,951,960,969,978,988,997,1006,1015,1024,1033,1042,1061,1079,1097,1124,1152,1188,1225,1261,1307,1352,1407,1471,1535,1590,1663,1809,1991,2265
 900.7407, 0.109792,2,27,937,946,955,964,974,983,992,1001,1010,1019,1028,1037,1046,1065,1083,1101,1128,1156,1192,1229,1265,1311,1356,1411,1475,1538,1593,1666,1812,1994,2267
 895.5555, 0.109471,3,27,932,941,950,959,969,978,987,996,1005,1014,1023,1033,1042,1060,1078,1097,1124,1151,1188,1224,1261,1307,1352,1407,1471,1535,1590,1663,1809,1992,2266
 902.9630, 0.110096,4,27,939,948,957,967,976,985,994,1003,1012,1021,1030,1039,1048,1066,1085,1103,1130,1157,1194,1230,1266,1312,1357,1412,1475,1539,1593,1666,1811,1993,2265
 901.4815, 0.109507,5,27,938,947,956,965,975,984,993,1002,1011,1020,1029,1038,1048,1066,1084,1102,1130,1157,1194,1230,1267,1312,1358,1413,1477,1541,1596,1669,1815,1997,2271
 903.7037, 0.109756,6,27,940,949,958,967,977,986,995,1004,1013,1022,1031,1040,1049,1068,1086,1104,1131,1159,1195,1232,1268,1314,1359,1414,1478,1541,1596,1669,1815,1997,2270
 909.6296, 0.108941,7,27,946,956,965,974,983,992,1001,1011,1020,1029,1038,1047,1056,1075,1093,1112,1139,1167,1203,1240,1277,1323,1369,1424,1488,1552,1607,1681,1828,2011,2287
 901.4815, 0.109507,8,27,938,947,956,965,975,984,993,1002,1011,1020,1029,1038,1048,1066,1084,1102,1130,1157,1194,1230,1267,1312,1358,1413,1477,1541,1596,1669,1815,1997,2271
 897.7778, 0.109347,9,27,934,944,953,962,971,980,989,998,1008,1017,1026,1035,1044,1062,1081,1099,1126,1154,1190,1227,1264,1309,1355,1410,1474,1538,1593,1666,1812,1995,2270
 896.2963, 0.109989,10,27,933,942,951,960,969,978,987,996,1005,1014,1024,1033,1042,1060,1078,1096,1124,1151,1187,1224,1260,1305,1351,1405,1469,1533,1587,1660,1805,1987,2260
 896.2963, 0.109329,11,27,933,942,951,960,969,979,988,997,1006,1015,1024,1033,1043,1061,1079,1098,1125,1152,1189,1226,1262,1308,1354,1409,1473,1537,1591,1665,1811,1994,2268
 916.2963, 0.108086,0,28,953,963,972,981,990,1000,1009,1018,1027,1037,1046,1055,1064,1083,1101,1120,1148,1175,1212,1249,1286,1333,1379,1434,1499,1564,1619,1693,1841,2027,2304
 911.8518, 0.108277,1,28,949,958,967,977,986,995,1004,1013,1023,1032,1041,1050,1060,1078,1097,1115,1143,1170,1207,1244,1281,1327,1374,1429,1494,1558,1614,1688,1835,2020,2297
 909.6296, 0.109774,2,28,946,955,964,973,983,992,1001,1010,1019,1028,1037,1046,1055,1074,1092,1110,1137,1165,1201,1238,1274,1320,1365,1420,1484,1547,1602,1675,1821,2003,2276
 901.4815, 0.109135,3,28,938,947,956,966,975,984,993,1002,1011,1021,1030,1039,1048,1066,1085,1103,1131,1158,1195,1231,1268,1314,1360,1415,1479,1543,1598,1671,1818,2001,2276
 900.0000, 0.108573,4,28,937,946,955,964,974,983,992,1001,1011,1020,1029,1038,1047,1066,1084,1103,1130,1158,1195,1232,1268,1314,1361,1416,1480,1545,1600,1674,1821,2005,2282
 907.4074, 0.108451,5,28,944,954,963,972,981,990,1000,1009,1018,1027,1036,1046,1055,1073,1092,1110,1138,1166,1202,1239,1276,1322,1368,1424,1488,1553,1608,1682,1829,2014,2291
 911.8518, 0.109012,6,28,949,958,967,976,985,994,1004,1013,1022,1031,1040,1049,1059,1077,1095,1114,1141,1169,1205,1242,1279,1325,1371,1426,1490,1554,1609,1682,1829,2013,2288
 905.1852, 0.108434,7,28,942,951,961,970,979,988,997,1007,1016,1025,1034,1044,1053,1071,1090,1108,1136,1163,1200,1237,1274,1320,1366,1422,1486,1551,1606,1680,1827,2012,2289
 914.0740, 0.108766,8,28,951,960,969,978,988,997,1006,1015,1024,1034,1043,1052,1061,1080,1098,1116,1144,1172,1208,1245,1282,1328,1374,1429,1493,1558,1613,1686,1833,2017,2293
 899.2593, 0.108069,9,28,936,946,955,964,973,983,992,1001,1010,1020,1029,1038,1047,1066,1084,1103,1131,1158,1195,1232,1269,1316,1362,1417,1482,1547,1603,1677,1825,2010,2287
 894.0740, 0.108766,10,28,931,940,949,958,968,977,986,995,1004,1014,1023,1032,1041,1060,1078,1096,1124,1152,1188,1225,1262,1308,1354,1409,1473,1538,1593,1666,1813,1997,2273
 904.4445, 0.108156,11,28,941,951,960,969,978,988,997,1006,1015,1025,1034,1043,1052,1071,1089,1108,1136,1163,1200,1237,1274,1321,1367,1422,1487,1552,1607,1681,1829,2014,2291
 891.8518, 0.108277,0,29,929,938,947,957,966,975,984,993,1003,1012,1021,1030,1040,1058,1077,1095,1123,1150,1187,1224,1261,1307,1354,1409,1474,1538,1594,1668,1815,2000,2277
 897.0370, 0.108713,1,29,934,943,952,961,971,980,989,998,1007,1017,1026,1035,1044,1063,1081,1099,1127,1155,1191,1228,1265,1311,1357,1412,1477,1541,1596,1670,1817,2001,2277
 896.2963, 0.108678,2,29,933,942,952,961,970,979,988,998,1007,1016,1025,1034,1044,1062,1080,1099,1126,1154,1191,1228,1264,1310,1356,1412,1476,1540,1596,1669,1816,2000,2277
 904.4445, 0.109685,3,29,941,950,959,968,977,986,996,1005,1014,1023,1032,1041,1050,1069,1087,1105,1132,1160,1196,1233,1269,1315,1360,1415,1479,1543,1597,1670,1816,1998,2272
 897.7778, 0.108661,4,29,935,944,953,962,971,981,990,999,1008,1017,1027,1036,1045,1063,1082,1100,1128,1155,1192,1229,1266,1312,1358,1413,1478,1542,1597,1671,1818,2002,2278
 910.3704, 0.109756,5,29,947,956,965,974,983,992,1001,1011,1020,1029,1038,1047,1056,1074,1093,1111,1138,1165,1202,1238,1275,1320,1366,1421,1484,1548,1603,1676,1821,2004,2277
 890.3704, 0.109596,6,29,927,936,945,954,963,972,982,991,1000,1009,1018,1027,1036,1055,1073,1091,1118,1146,1182,1219,1255,1301,1347,1401,1465,1529,1584,1657,1803,1985,2259
 911.8518, 0.108889,7,29,949,958,967,976,985,995,1004,1013,1022,1031,1040,1050,1059,1077,1096,1114,1141,1169,1206,1242,1279,1325,1371,1426,1490,1555,1610,1683,1830,2014,2289
 897.0370, 0.108138,8,29,934,943,953,962,971,980,990,999,1008,1017,1027,1036,1045,1063,1082,1100,1128,1156,1193,1230,1267,1313,1359,1415,1480,1544,1600,1674,1822,2007,2284
 898.5185, 0.108941,9,29,935,944,954,963,972,981,990,999,1009,1018,1027,1036,1045,1064,1082,1100,1128,1156,1192,1229,1266,1312,1357,1413,1477,1541,1596,1670,1816,2000,2275
 905.9260, 0.109400,10,29,942,952,961,970,979,988,997,1006,1016,1025,1034,1043,1052,1070,1089,1107,1134,1162,1198,1235,1272,1317,1363,1418,1482,1546,1601,1674,1820,2003,2277
 897.0370, 0.109329,11,29,934,943,952,961,970,979,989,998,1007,1016,1025,1034,1043,1062,1080,1098,1126,1153,1190,1226,1263,1309,1354,1409,1473,1537,1592,1665,1812,1995,2269
 868.8889, 0.109631,0,30,905,914,924,933,942,951,960,969,978,987,997,1006,1015,1033,1051,1070,1097,1124,1161,1197,1234,1279,1325,1380,1444,1507,1562,1635,1781,1963,2237
 857.0370, 0.108731,1,30,894,903,912,921,931,940,949,958,967,977,986,995,1004,1023,1041,1059,1087,1115,1151,1188,1225,1271,1317,1372,1436,1501,1556,1630,1777,1961,2237
 870.3704, 0.108556,2,30,907,916,926,935,944,953,962,972,981,990,999,1009,1018,1036,1055,1073,1101,1128,1165,1202,1239,1285,1331,1386,1451,1515,1570,1644,1792,1976,2252
 862.9630, 0.107707,3,30,900,909,919,928,937,947,956,965,974,984,993,1002,1012,1030,1049,1067,1095,1123,1160,1197,1234,1281,1327,1383,1448,1513,1569,1643,1791,1977,2256
 869.6296, 0.108959,4,30,906,916,925,934,943,952,961,971,980,989,998,1007,1016,1035,1053,1072,1099,1127,1163,1200,1237,1283,1329,1384,1448,1512,1567,1641,1787,1971,2246
 862.2222, 0.109082,5,30,899,908,917,926,936,945,954,963,972,981,991,1000,1009,1027,1046,1064,1091,1119,1156,1192,1229,1275,1321,1376,1440,1504,1559,1632,1779,1962,2237
 862.2222, 0.109170,6,30,899,908,917,926,936,945,954,963,972,981,990,1000,1009,1027,1045,1064,1091,1119,1155,1192,1229,1274,1320,1375,1439,1503,1558,1632,1778,1961,2236
 877.0370, 0.108382,7,30,914,923,932,942,951,960,969,979,988,997,1006,1015,1025,1043,1062,1080,1108,1135,1172,1209,1246,1292,1338,1394,1458,1523,1578,1652,1800,1984,2261
 869.6296, 0.108469,8,30,907,916,925,934,943,953,962,971,980,989,999,1008,1017,1036,1054,1072,1100,1128,1165,1202,1238,1284,1331,1386,1450,1515,1570,1644,1792,1976,2253
 874.0740, 0.109365,9,30,911,920,929,938,947,956,966,975,984,993,1002,1011,1020,1039,1057,1075,1103,1130,1167,1203,1240,1286,1331,1386,1450,1514,1569,1642,1788,1971,2246
 864.4445, 0.108836,10,30,901,910,920,929,938,947,956,966,975,984,993,1002,1011,1030,1048,1067,1094,1122,1158,1195,1232,1278,1324,1379,1443,1508,1563,1636,1783,1967,2243
 877.7778, 0.108661,11,30,915,924,933,942,951,961,970,979,988,997,1007,1016,1025,1043,1062,1080,1108,1135,1172,1209,1246,1292,1338,1393,1458,1522,1577,1651,1798,1982,2258
 889.6296, 0.109560,0,31,926,935,944,954,963,972,981,990,999,1008,1017,1027,1036,1054,1072,1090,1118,1145,1182,1218,1255,1300,1346,1401,1465,1529,1583,1656,1802,1985,2259
 895.5555, 0.109347,1,31,932,941,950,960,969,978,987,996,1005,1014,1024,1033,1042,1060,1078,1097,1124,1152,1188,1225,1261,1307,1353,1408,1472,1536,1591,1664,1810,1993,2267
 898.5185, 0.108924,2,31,935,944,954,963,972,981,990,1000,1009,1018,1027,1036,1045,1064,1082,1100,1128,1156,1192,1229,1266,1312,1358,1413,1477,1541,1596,1670,1817,2000,2276
 888.8889, 0.108678,3,31,926,935,944,953,963,972,981,990,999,1009,1018,1027,1036,1055,1073,1091,1119,1147,1183,1220,1257,1303,1349,1404,1469,1533,1588,1662,1809,1993,2269
 897.0370, 0.108696,4,31,934,943,952,961,971,980,989,998,1007,1017,1026,1035,1044,1063,1081,1099,1127,1155,1191,1228,1265,1311,1357,1412,1477,1541,1596,1670,1817,2001,2277
 897.7778, 0.109012,5,31,934,944,953,962,971,980,990,999,1008,1017,1026,1035,1045,1063,1081,1100,1127,1155,1191,1228,1265,1311,1356,1411,1476,1540,1595,1668,1815,1999,2274
 883.7037, 0.108818,6,31,920,930,939,948,957,966,976,985,994,1003,1012,1022,1031,1049,1067,1086,1113,1141,1178,1215,1251,1297,1343,1398,1463,1527,1582,1656,1803,1986,2262
 882.2222, 0.107827,7,31,919,929,938,947,956,966,975,984,994,1003,1012,1021,1031,1049,1068,1086,1114,1142,1179,1216,1253,1300,1346,1402,1466,1531,1587,1661,1810,1995,2273
 882.2222, 0.108242,8,31,919,928,938,947,956,965,975,984,993,1002,1012,1021,1030,1049,1067,1085,1113,1141,1178,1215,1252,1298,1344,1400,1464,1529,1584,1658,1806,1991,2268
 884.4445, 0.109206,9,31,921,930,939,949,958,967,976,985,994,1003,1013,1022,1031,1049,1068,1086,1113,1141,1177,1214,1251,1297,1342,1397,1461,1525,1580,1654,1800,1983,2258
