Date : 2026-01-14 17:53:37
Directory : /Users/timkitchens/projects/ai-projects/rag-memory
Total : 395 files,  90342 codes, 6471 comments, 17040 blanks, all 113853 lines

Languages
+------------------+------------+------------+------------+------------+------------+
| language         | files      | code       | comment    | blank      | total      |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/examples/podcast/podcast_runner.py                        | Python           |         95 |          5 |         30 |        130 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/examples/podcast/transcript_parser.py                     | Python           |         99 |          2 |         24 |        125 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/examples/quickstart/quickstart_falkordb.py                | Python           |        141 |         75 |         35 |        251 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/examples/quickstart/quickstart_neo4j.py                   | Python           |        138 |         67 |         35 |        240 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/examples/quickstart/quickstart_neptune.py                 | Python           |        146 |         67 |         40 |        253 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/examples/quickstart/requirements.txt                      | pip requirements |          2 |          0 |          0 |          2 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/examples/wizard_of_oz/parser.py                           | Python           |         22 |          5 |         10 |         37 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/examples/wizard_of_oz/runner.py                           | Python           |         54 |         18 |         22 |         94 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/__init__.py                                 | Python           |          2 |          0 |          2 |          4 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/cross_encoder/__init__.py                   | Python           |         15 |          0 |          6 |         21 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/cross_encoder/bge_reranker_client.py        | Python           |         40 |          1 |         14 |         55 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/cross_encoder/client.py                     | Python           |         31 |          0 |         10 |         41 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/cross_encoder/gemini_reranker_client.py     | Python           |        127 |          8 |         27 |        162 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/cross_encoder/openai_reranker_client.py     | Python           |        107 |          0 |         17 |        124 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/decorators.py                               | Python           |         84 |          7 |         20 |        111 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/driver/__init__.py                          | Python           |         14 |          0 |          6 |         20 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/driver/driver.py                            | Python           |         93 |          1 |         31 |        125 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/driver/falkordb_driver.py                   | Python           |        292 |         22 |         49 |        363 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/driver/graph_operations/graph_operations.py | Python           |        145 |         15 |         32 |        192 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/driver/kuzu_driver.py                       | Python           |        140 |         12 |         31 |        183 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/driver/neo4j_driver.py                      | Python           |         86 |          6 |         26 |        118 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/driver/neptune_driver.py                    | Python           |        255 |         11 |         40 |        306 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/driver/search_interface/search_interface.py | Python           |         73 |          1 |         16 |         90 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/edges.py                                    | Python           |        532 |          2 |         98 |        632 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/embedder/__init__.py                        | Python           |          7 |          0 |          2 |          9 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/embedder/azure_openai.py                    | Python           |         52 |          3 |         17 |         72 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/embedder/client.py                          | Python           |         27 |          0 |         12 |         39 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/embedder/gemini.py                          | Python           |        136 |          8 |         40 |        184 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/embedder/openai.py                          | Python           |         50 |          0 |         17 |         67 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/embedder/voyage.py                          | Python           |         59 |          0 |         18 |         77 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/errors.py                                   | Python           |         54 |          0 |         30 |         84 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/graph_queries.py                            | Python           |        124 |         11 |         28 |        163 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/graphiti.py                                 | Python           |      1,062 |         52 |        173 |      1,287 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/graphiti_types.py                           | Python           |         25 |          0 |          9 |         34 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/helpers.py                                  | Python           |        129 |          8 |         40 |        177 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/llm_client/__init__.py                      | Python           |         17 |          0 |          6 |         23 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/llm_client/anthropic_client.py              | Python           |        330 |         33 |         67 |        430 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/llm_client/azure_openai_client.py           | Python           |         92 |          1 |         23 |        116 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/llm_client/client.py                        | Python           |        189 |         10 |         44 |        243 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/llm_client/config.py                        | Python           |         53 |          0 |         16 |         69 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/llm_client/errors.py                        | Python           |         27 |          0 |         13 |         40 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/llm_client/gemini_client.py                 | Python           |        336 |         37 |         74 |        447 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/llm_client/groq_client.py                   | Python           |         73 |          0 |         13 |         86 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/llm_client/openai_base_client.py            | Python           |        217 |          9 |         36 |        262 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/llm_client/openai_client.py                 | Python           |         94 |          2 |         20 |        116 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/llm_client/openai_generic_client.py         | Python           |        169 |         11 |         35 |        215 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/llm_client/utils.py                         | Python           |         23 |          0 |         12 |         35 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/migrations/__init__.py                      | Python           |          0 |          0 |          1 |          1 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/models/__init__.py                          | Python           |          0 |          0 |          1 |          1 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/models/edges/__init__.py                    | Python           |          0 |          0 |          1 |          1 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/models/edges/edge_db_queries.py             | Python           |        257 |          1 |         23 |        281 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/models/nodes/__init__.py                    | Python           |          0 |          0 |          1 |          1 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/models/nodes/node_db_queries.py             | Python           |        306 |          1 |         25 |        332 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/nodes.py                                    | Python           |        682 |         10 |        115 |        807 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/prompts/__init__.py                         | Python           |          3 |          0 |          2 |          5 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/prompts/dedupe_edges.py                     | Python           |        134 |          0 |         41 |        175 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/prompts/dedupe_nodes.py                     | Python           |        181 |          0 |         45 |        226 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/prompts/eval.py                             | Python           |        128 |          0 |         37 |        165 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/prompts/extract_edge_dates.py               | Python           |         71 |          0 |         21 |         92 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/prompts/extract_edges.py                    | Python           |        156 |          3 |         45 |        204 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/prompts/extract_nodes.py                    | Python           |        245 |          0 |         75 |        320 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/prompts/invalidate_edges.py                 | Python           |         73 |          0 |         26 |         99 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/prompts/lib.py                              | Python           |         84 |          0 |         19 |        103 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/prompts/models.py                           | Python           |         21 |          0 |         12 |         33 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/prompts/prompt_helpers.py                   | Python           |         30 |          0 |         11 |         41 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/prompts/snippets.py                         | Python           |         24 |          0 |          6 |         30 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/prompts/summarize_nodes.py                  | Python           |        100 |          0 |         32 |        132 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/search/__init__.py                          | Python           |          0 |          0 |          1 |          1 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/search/search.py                            | Python           |        451 |          8 |         61 |        520 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/search/search_config.py                     | Python           |        120 |          0 |         41 |        161 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/search/search_config_recipes.py             | Python           |        187 |         16 |         21 |        224 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/search/search_filters.py                    | Python           |        203 |          0 |         49 |        252 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/search/search_helpers.py                    | Python           |         60 |          1 |         12 |         73 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/search/search_utils.py                      | Python           |      1,729 |         34 |        233 |      1,996 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/telemetry/__init__.py                       | Python           |          6 |          0 |          4 |         10 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/telemetry/telemetry.py                      | Python           |         73 |         18 |         27 |        118 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/tracer.py                                   | Python           |        143 |          5 |         46 |        194 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/utils/__init__.py                           | Python           |          0 |          0 |          1 |          1 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/utils/bulk_utils.py                         | Python           |        447 |         18 |         84 |        549 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/utils/datetime_utils.py                     | Python           |         41 |          2 |         13 |         56 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/utils/maintenance/__init__.py               | Python           |         10 |          0 |          2 |         12 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/utils/maintenance/community_operations.py   | Python           |        252 |          8 |         72 |        332 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/utils/maintenance/dedup_helpers.py          | Python           |        202 |          0 |         61 |        263 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/utils/maintenance/edge_operations.py        | Python           |        572 |         32 |        108 |        712 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/utils/maintenance/graph_data_operations.py  | Python           |         98 |          0 |         23 |        121 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/utils/maintenance/node_operations.py        | Python           |        491 |          7 |         90 |        588 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/utils/maintenance/temporal_operations.py    | Python           |         85 |          0 |         23 |        108 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/utils/ontology_utils/entity_types_utils.py  | Python           |         27 |          0 |         11 |         38 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/graphiti_core/utils/text_utils.py                         | Python           |         34 |          5 |         15 |         54 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/images/simple_graph.svg                                   | XML              |        130 |          0 |          0 |        130 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/mcp_server/config/config-docker-falkordb-combined.yaml    | YAML             |         83 |          3 |         16 |        102 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/mcp_server/config/config-docker-falkordb.yaml             | YAML             |         83 |          3 |         15 |        101 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/mcp_server/config/config-docker-neo4j.yaml                | YAML             |         85 |          3 |         15 |        103 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/mcp_server/config/config.yaml                             | YAML             |         89 |          6 |         16 |        111 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/mcp_server/docker/Dockerfile                              | Docker           |         84 |         29 |         25 |        138 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/mcp_server/docker/build-standalone.sh                     | Shell Script     |         37 |          7 |          7 |         51 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/mcp_server/docker/build-with-version.sh                   | Shell Script     |         30 |          7 |          7 |         44 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/mcp_server/docker/docker-compose-falkordb.yml             | YAML             |         44 |          5 |          2 |         51 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/mcp_server/docker/docker-compose-neo4j.yml                | YAML             |         48 |          5 |          3 |         56 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/mcp_server/docker/docker-compose.yml                      | YAML             |         41 |          2 |          2 |         45 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/mcp_server/docker/github-actions-example.yml              | YAML             |         95 |          6 |         19 |        120 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/mcp_server/main.py                                        | Python           |         15 |          4 |          8 |         27 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/mcp_server/pytest.ini                                     | Ini              |         14 |          0 |          0 |         14 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/mcp_server/src/__init__.py                                | Python           |          0 |          0 |          1 |          1 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/mcp_server/src/config/__init__.py                         | Python           |          0 |          0 |          1 |          1 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/mcp_server/src/config/schema.py                           | Python           |        202 |         13 |         77 |        292 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/mcp_server/src/graphiti_mcp_server.py                     | Python           |        691 |        113 |        162 |        966 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/mcp_server/src/models/__init__.py                         | Python           |          0 |          0 |          1 |          1 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/mcp_server/src/models/entity_types.py                     | Python           |        181 |          0 |         45 |        226 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/mcp_server/src/models/response_types.py                   | Python           |         27 |          0 |         17 |         44 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/mcp_server/src/services/__init__.py                       | Python           |          0 |          0 |          1 |          1 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/mcp_server/src/services/factories.py                      | Python           |        323 |         20 |         95 |        438 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/mcp_server/src/services/queue_service.py                  | Python           |        113 |         12 |         28 |        153 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/mcp_server/src/utils/__init__.py                          | Python           |          0 |          0 |          1 |          1 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/mcp_server/src/utils/formatting.py                        | Python           |         37 |          1 |         13 |         51 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/mcp_server/src/utils/utils.py                             | Python           |         21 |          0 |          7 |         28 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/mcp_server/tests/__init__.py                              | Python           |          0 |          0 |          1 |          1 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/mcp_server/tests/conftest.py                              | Python           |         14 |          1 |          7 |         22 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/mcp_server/tests/pytest.ini                               | Ini              |         32 |          0 |          7 |         39 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/mcp_server/tests/run_tests.py                             | Python           |        242 |         33 |         68 |        343 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/mcp_server/tests/test_async_operations.py                 | Python           |        360 |         53 |         77 |        490 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/mcp_server/tests/test_comprehensive_integration.py        | Python           |        516 |         37 |        115 |        668 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/mcp_server/tests/test_configuration.py                    | Python           |        150 |         17 |         41 |        208 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/mcp_server/tests/test_falkordb_integration.py             | Python           |        149 |          9 |         41 |        199 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/mcp_server/tests/test_fixtures.py                         | Python           |        263 |          7 |         54 |        324 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/mcp_server/tests/test_http_integration.py                 | Python           |        189 |         15 |         47 |        251 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/mcp_server/tests/test_integration.py                      | Python           |        274 |         21 |         70 |        365 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/mcp_server/tests/test_mcp_integration.py                  | Python           |        390 |         26 |         88 |        504 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/mcp_server/tests/test_mcp_transports.py                   | Python           |        208 |         13 |         54 |        275 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/mcp_server/tests/test_stdio_simple.py                     | Python           |         62 |          7 |         19 |         88 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/mcp_server/tests/test_stress_load.py                      | Python           |        407 |         34 |         87 |        528 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/mcp_server/uv.lock                                        | toml             |      2,884 |          0 |        141 |      3,025 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/pytest.ini                                                | Ini              |          5 |          0 |          1 |          6 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/server/Makefile                                           | Makefile         |         18 |          7 |          7 |         32 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/server/graph_service/__init__.py                          | Python           |          0 |          0 |          1 |          1 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/server/graph_service/config.py                            | Python           |         18 |          0 |          9 |         27 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/server/graph_service/dto/__init__.py                      | Python           |         14 |          0 |          2 |         16 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/server/graph_service/dto/common.py                        | Python           |         23 |          0 |          6 |         29 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/server/graph_service/dto/ingest.py                        | Python           |         10 |          0 |          6 |         16 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/server/graph_service/dto/retrieve.py                      | Python           |         32 |          0 |         14 |         46 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/server/graph_service/main.py                              | Python           |         17 |          2 |         11 |         30 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/server/graph_service/routers/__init__.py                  | Python           |          0 |          0 |          1 |          1 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/server/graph_service/routers/ingest.py                    | Python           |         84 |          0 |         28 |        112 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/server/graph_service/routers/retrieve.py                  | Python           |         50 |          0 |         14 |         64 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/server/graph_service/zep_graphiti.py                      | Python           |         90 |          0 |         25 |        115 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/server/uv.lock                                            | toml             |      1,066 |          0 |         59 |      1,125 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/tests/cross_encoder/test_bge_reranker_client_int.py       | Python           |         48 |          7 |         24 |         79 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/tests/cross_encoder/test_gemini_reranker_client.py        | Python           |        240 |         34 |         80 |        354 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/tests/driver/__init__.py                                  | Python           |          1 |          0 |          1 |          2 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/tests/driver/test_falkordb_driver.py                      | Python           |        294 |          9 |         90 |        393 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/tests/embedder/embedder_fixtures.py                       | Python           |         15 |          0 |          6 |         21 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/tests/embedder/test_gemini.py                             | Python           |        278 |         36 |         82 |        396 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/tests/embedder/test_openai.py                             | Python           |         90 |          8 |         29 |        127 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/tests/embedder/test_voyage.py                             | Python           |        108 |          8 |         27 |        143 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/tests/evals/eval_cli.py                                   | Python           |         29 |          2 |         10 |         41 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/tests/evals/eval_e2e_graph_building.py                    | Python           |        145 |          2 |         34 |        181 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/tests/evals/pytest.ini                                    | Ini              |          4 |          0 |          0 |          4 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/tests/evals/utils.py                                      | Python           |         23 |          5 |         12 |         40 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/tests/helpers_test.py                                     | Python           |        258 |          4 |         52 |        314 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/tests/llm_client/test_anthropic_client.py                 | Python           |        172 |         28 |         56 |        256 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/tests/llm_client/test_anthropic_client_int.py             | Python           |         56 |          7 |         23 |         86 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/tests/llm_client/test_azure_openai_client.py              | Python           |         85 |          0 |         25 |        110 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/tests/llm_client/test_client.py                           | Python           |         36 |         10 |         12 |         58 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/tests/llm_client/test_errors.py                           | Python           |         53 |          3 |         21 |         77 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/tests/llm_client/test_gemini_client.py                    | Python           |        338 |         58 |         87 |        483 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/tests/test_edge_int.py                                    | Python           |        301 |         39 |         58 |        398 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/tests/test_entity_exclusion_int.py                        | Python           |        244 |         29 |         79 |        352 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/tests/test_graphiti_int.py                                | Python           |         53 |          5 |         23 |         81 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/tests/test_graphiti_mock.py                               | Python           |      1,736 |        114 |        219 |      2,069 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/tests/test_node_int.py                                    | Python           |        165 |         21 |         44 |        230 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/tests/test_text_utils.py                                  | Python           |         78 |          2 |         27 |        107 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/tests/utils/maintenance/test_bulk_utils.py                | Python           |        245 |         11 |         73 |        329 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/tests/utils/maintenance/test_edge_operations.py           | Python           |        544 |         13 |         91 |        648 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/tests/utils/maintenance/test_node_operations.py           | Python           |        505 |         15 |        132 |        652 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/tests/utils/maintenance/test_temporal_operations_int.py   | Python           |        206 |         11 |         55 |        272 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/tests/utils/search/search_utils_test.py                   | Python           |        121 |         14 |         29 |        164 |
| /Users/timkitchens/projects/ai-projects/rag-memory/graphiti-patched/uv.lock                                                   | toml             |      4,053 |          0 |        212 |      4,265 |
| /Users/timkitchens/projects/ai-projects/rag-memory/manage.py                                                                  | Python           |        576 |         44 |        128 |        748 |
| /Users/timkitchens/projects/ai-projects/rag-memory/mcp-server/src/__init__.py                                                 | Python           |         12 |          4 |          5 |         21 |
| /Users/timkitchens/projects/ai-projects/rag-memory/mcp-server/src/cli.py                                                      | Python           |         75 |         23 |         25 |        123 |
| /Users/timkitchens/projects/ai-projects/rag-memory/mcp-server/src/cli_commands/__init__.py                                    | Python           |          1 |          0 |          1 |          2 |
| /Users/timkitchens/projects/ai-projects/rag-memory/mcp-server/src/cli_commands/analyze.py                                     | Python           |         85 |         10 |         27 |        122 |
| /Users/timkitchens/projects/ai-projects/rag-memory/mcp-server/src/cli_commands/collection.py                                  | Python           |        276 |         21 |         73 |        370 |
| /Users/timkitchens/projects/ai-projects/rag-memory/mcp-server/src/cli_commands/config.py                                      | Python           |        200 |         25 |         51 |        276 |
| /Users/timkitchens/projects/ai-projects/rag-memory/mcp-server/src/cli_commands/document.py                                    | Python           |        270 |         18 |         69 |        357 |
| /Users/timkitchens/projects/ai-projects/rag-memory/mcp-server/src/cli_commands/graph.py                                       | Python           |        272 |         30 |         68 |        370 |
